rank	address	api_names	qualified_name	module	match_status	owner_relevance	prototype_complete	calling_convention	return_type	parameter_types	score	verification_stage	engine_implementation_verified	hook_approved	bridge_kind	arity_compatible	evidence
102	0x00891AC0	Quest.AddQuestInfoBar	CGameScriptInterface::AddQuestInfoBar	CGameScriptInterface	unique	strong	1	__thiscall	long	CGameScriptInterface *,float,float,CRGBColour const &,CRGBColour const &,CCharString const &,CCharString const &,float	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
103	0x00891B50	Quest.AddQuestInfoCounterList	CGameScriptInterface::AddQuestInfoCounterList	CGameScriptInterface	unique	strong	1	__thiscall	long	CGameScriptInterface *,CCharString const &,long,float	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
104	0x00891B20	Quest.AddQuestInfoTimer	CGameScriptInterface::AddQuestInfoTimer	CGameScriptInterface	unique	strong	1	__thiscall	long	CGameScriptInterface *,CTimer const &,CCharString const &,float	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
105	0x008A9DB0	Quest.AddRumourCategory	CGameScriptInterface::AddRumourCategory	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CCharString const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
106	0x0089E4C0	Quest.AddScreenTitleMessage	CGameScriptInterface::AddScreenTitleMessage	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CCharString const &,float,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
107	0x008981C0	Quest.AddTattooToHero	CGameScriptInterface::AddTattooToHero	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CCharString const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
108	0x0088F480	Quest.ApplyScriptBrush	CGameScriptInterface::ApplyScriptBrush	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CCharString const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
109	0x0088E6F0	Quest.AreEntitiesEnemies	CGameScriptInterface::AreEntitiesEnemies	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *,CScriptThing const &,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
110	0x00891310	Quest.CacheMusicSet	CGameScriptInterface::CacheMusicSet	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,EMusicSetType	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
111	0x00892C20	Quest.CameraCircleAroundPos	CGameScriptInterface::CameraCircleAroundPos	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,C3DVector const &,C3DVector const &,float	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
112	0x00892B50	Quest.CameraCircleAroundThing	CGameScriptInterface::CameraCircleAroundThing	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,C3DVector const &,float	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
113	0x0088ED20	Quest.CameraEarthquakeIntensityAtPos	CGameScriptInterface::CameraEarthquakeIntensityAtPos	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,C3DVector const &,float,float	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
114	0x00892610	Quest.CameraMoveBetweenLookFromAndLookTo	CGameScriptInterface::CameraMoveBetweenLookFromAndLookTo	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,C3DVector const &,C3DVector const &,C3DVector const &,C3DVector const &,float	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
115	0x00892410	Quest.CameraMoveToPosAndLookAtPos	CGameScriptInterface::CameraMoveToPosAndLookAtPos	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,C3DVector const &,C3DVector const &,float	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
116	0x0089CD70	Quest.CanThingBe_Heard_ByOtherThing	CGameScriptInterface::CanThingBe_Heard_ByOtherThing	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *,CScriptThing const &,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
117	0x0089CD30	Quest.CanThingBe_NearlySeen_ByOtherThing	CGameScriptInterface::CanThingBe_NearlySeen_ByOtherThing	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *,CScriptThing const &,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
118	0x0089CD10	Quest.CanThingBe_Seen_ByOtherThing	CGameScriptInterface::CanThingBe_Seen_ByOtherThing	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *,CScriptThing const &,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
119	0x0089CD50	Quest.CanThingBe_Smelled_ByOtherThing	CGameScriptInterface::CanThingBe_Smelled_ByOtherThing	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *,CScriptThing const &,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
120	0x0089B450	Quest.ChangeHeroHairstyle	CGameScriptInterface::ChangeHeroHairstyle	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CCharString const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
121	0x00891BA0	Quest.ChangeQuestInfoBarColour	CGameScriptInterface::ChangeQuestInfoBarColour	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,long,CRGBColour const &,CRGBColour const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
122	0x006E7920	Quest.CheckForCameraMessage	CGameScriptInterface::CheckForCameraMessage	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *,CCharString const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
123	0x008AA4D0	Quest.ClearGossipFactions	CGameScriptInterface::ClearGossipFactions	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CCharString	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
124	0x008AA270	Quest.ClearGossipVillages	CGameScriptInterface::ClearGossipVillages	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CCharString	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
125	0x008961B0	Quest.ClearHeroEnemyOfGuards	CGameScriptInterface::ClearHeroEnemyOfGuards	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
126	0x008A03F0	Quest.ClearThingBestEnemyTarget	CGameScriptInterface::ClearThingBestEnemyTarget	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
127	0x00898840	Quest.ConfiscateItemsOfTypeFromHero	CGameScriptInterface::ConfiscateItemsOfTypeFromHero	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CCharString const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
128	0x0089FBB0	Quest.CreateExperienceOrb	CGameScriptInterface::CreateExperienceOrb	CGameScriptInterface	unique	strong	1	__thiscall	CScriptThing	CGameScriptInterface *,C3DVector const &,long	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
129	0x0089FC80	Quest.CreateExplosion	CGameScriptInterface::CreateExplosion	CGameScriptInterface	unique	strong	1	__thiscall	CScriptThing	CGameScriptInterface *,CCharString const &,C3DVector const &,C3DVector const *,CCharString	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
130	0x0089FAA0	Quest.CreateLight	CGameScriptInterface::CreateLight	CGameScriptInterface	unique	strong	1	__thiscall	CScriptThing	CGameScriptInterface *,C3DVector const &,CRGBColour const &,CCharString const &,float,float,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
131	0x0089FD20	Quest.CreatePhysicalBarrier	CGameScriptInterface::CreatePhysicalBarrier	CGameScriptInterface	unique	strong	1	__thiscall	CScriptThing	CGameScriptInterface *,float,C3DVector const &,C3DVector const *,CCharString	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
132	0x0089FDA0	Quest.CreateRumble	CGameScriptInterface::CreateRumble	CGameScriptInterface	unique	strong	1	__thiscall	CScriptThing	CGameScriptInterface *,C3DVector const &,float,float,CCharString	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
133	0x0089EC60	Quest.CreatureGeneratorAddTriggerer	CGameScriptInterface::CreatureGeneratorAddTriggerer	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
134	0x0089ECC0	Quest.CreatureGeneratorRemoveTriggerer	CGameScriptInterface::CreatureGeneratorRemoveTriggerer	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
135	0x00892F10	Quest.DeactivateQuestLater	CGameScriptInterface::DeactivateQuestLater	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CCharString const &,ulong	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
136	0x006E7690	Quest.DeregisterTimer	CGameScriptInterface::DeregisterTimer	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,long	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
137	0x008901C0	Quest.DisplacementMonochromeEffectColourFadeTo	CGameScriptInterface::DisplacementMonochromeEffectColourFadeTo	CGameScriptInterface	unique	strong	1	__thiscall	void *	CGameScriptInterface *,float,CRGBFloatColour const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
138	0x00890690	Quest.EntityAttachToScript	CGameScriptInterface::EntityAttachToScript	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,CCharString const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
139	0x008A9320	Quest.EntityCastForcePush	CGameScriptInterface::EntityCastForcePush	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *,CScriptThing const &,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
140	0x0088F560	Quest.EntityCastLightningAtTarget	CGameScriptInterface::EntityCastLightningAtTarget	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
141	0x0088EC70	Quest.EntityClearMaxNumberOfAttackers	CGameScriptInterface::EntityClearMaxNumberOfAttackers	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
142	0x0089C4C0	Quest.EntityClearPersonalityOverride	CGameScriptInterface::EntityClearPersonalityOverride	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
143	0x008A8E40	Quest.EntityDecapitate	CGameScriptInterface::EntityDecapitate	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
144	0x008954A0	Quest.EntityFollowThing	CGameScriptInterface::EntityFollowThing	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,CScriptThing const &,float,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
145	0x0089C7B0	Quest.EntityPostOpinionDeedKeepSearchingForWitnesses	CGameScriptInterface::EntityPostOpinionDeedKeepSearchingForWitnesses	CGameScriptInterface	unique	strong	1	__thiscall	long	CGameScriptInterface *,CScriptThing const &,EOpinionDeedType,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
146	0x0089C560	Quest.EntityPostOpinionDeedToAll	CGameScriptInterface::EntityPostOpinionDeedToAll	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,EOpinionDeedType	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
147	0x0089C670	Quest.EntityPostOpinionDeedToRecipient	CGameScriptInterface::EntityPostOpinionDeedToRecipient	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,EOpinionDeedType,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
148	0x0089C710	Quest.EntityPostOpinionDeedToRecipientVillage	CGameScriptInterface::EntityPostOpinionDeedToRecipientVillage	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,EOpinionDeedType,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
149	0x00890F40	Quest.EntityResetCombatTypeToDefault	CGameScriptInterface::EntityResetCombatTypeToDefault	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
150	0x00890F00	Quest.EntitySetAbleToBeEngagedInCombat	CGameScriptInterface::EntitySetAbleToBeEngagedInCombat	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
151	0x0088F6E0	Quest.EntitySetAllStategroupsEnabled	CGameScriptInterface::EntitySetAllStategroupsEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
152	0x0089DFF0	Quest.EntitySetAlwaysBlockAttacksFromThing	CGameScriptInterface::EntitySetAlwaysBlockAttacksFromThing	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,CScriptThing const &,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
153	0x008A0BC0	Quest.EntitySetAppearanceSeed	CGameScriptInterface::EntitySetAppearanceSeed	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,ulong	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
154	0x008978E0	Quest.EntitySetAsAbleToRegionFollowWhenMarried	CGameScriptInterface::EntitySetAsAbleToRegionFollowWhenMarried	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
155	0x0088EAD0	Quest.EntitySetAsDamageable	CGameScriptInterface::EntitySetAsDamageable	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
156	0x00894DD0	Quest.EntitySetAsMarryable	CGameScriptInterface::EntitySetAsMarryable	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
157	0x008A8C60	Quest.EntitySetAsSittingOnFloor	CGameScriptInterface::EntitySetAsSittingOnFloor	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
158	0x008A8EB0	Quest.EntitySetAttackThingImmediately	CGameScriptInterface::EntitySetAttackThingImmediately	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,CScriptThing const &,bool,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
159	0x0089AFF0	Quest.EntitySetCombatAbility	CGameScriptInterface::EntitySetCombatAbility	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,float	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
160	0x0088F710	Quest.EntitySetCombatEnabled	CGameScriptInterface::EntitySetCombatEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
161	0x0088F850	Quest.EntitySetDeedReactionsEnabled	CGameScriptInterface::EntitySetDeedReactionsEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
162	0x00890EC0	Quest.EntitySetEvadeAllHits	CGameScriptInterface::EntitySetEvadeAllHits	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
163	0x0088FD00	Quest.EntitySetInLimbo	CGameScriptInterface::EntitySetInLimbo	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
164	0x0089E130	Quest.EntitySetMaxNumberOfAttackers	CGameScriptInterface::EntitySetMaxNumberOfAttackers	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,long	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
165	0x00890E80	Quest.EntitySetNegateAllHits	CGameScriptInterface::EntitySetNegateAllHits	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
166	0x0089C380	Quest.EntitySetOpinionAttitudeEnabled	CGameScriptInterface::EntitySetOpinionAttitudeEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,EOpinionAttitudeType,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
167	0x0089C330	Quest.EntitySetOpinionDeedTypeEnabled	CGameScriptInterface::EntitySetOpinionDeedTypeEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,EOpinionDeedType,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
168	0x0089C3D0	Quest.EntitySetOpinionReactionEnabled	CGameScriptInterface::EntitySetOpinionReactionEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,EOpinionReactionType,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
169	0x0088F810	Quest.EntitySetOpinionReactionsEnabled	CGameScriptInterface::EntitySetOpinionReactionsEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
170	0x0088F7D0	Quest.EntitySetSleepEnabled	CGameScriptInterface::EntitySetSleepEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
171	0x0088F6B0	Quest.EntitySetStategroupEnabled	CGameScriptInterface::EntitySetStategroupEnabled	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,CCharString const &,bool	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
172	0x008A7EC0	Quest.EntitySetThingAsAllyOfThing	CGameScriptInterface::EntitySetThingAsAllyOfThing	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
173	0x008A7980	Quest.EntityStopFollowing	CGameScriptInterface::EntityStopFollowing	CGameScriptInterface	unique	strong	1	__thiscall	void	CGameScriptInterface *,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
174	0x008A93A0	Quest.EntityWillTeleportToArea	CGameScriptInterface::EntityWillTeleportToArea	CGameScriptInterface	unique	strong	1	__thiscall	bool	CGameScriptInterface *,CScriptThing const &,C3DVector,float,float	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
175	0x00891880	Quest.GetActiveQuestName	CGameScriptInterface::GetActiveQuestName	CGameScriptInterface	unique	strong	1	__thiscall	CCharString	CGameScriptInterface *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
176	0x008A1650	Quest.GetBestScoreBlackjack	CGameScriptInterface::GetBestScoreBlackjack	CGameScriptInterface	unique	strong	1	__thiscall	long	CGameScriptInterface *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
177	0x008A16B0	Quest.GetBestScoreCoinGolfOakVale	CGameScriptInterface::GetBestScoreCoinGolfOakVale	CGameScriptInterface	unique	strong	1	__thiscall	long	CGameScriptInterface *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
178	0x008A1710	Quest.GetBestScoreCoinGolfSnowSpire	CGameScriptInterface::GetBestScoreCoinGolfSnowSpire	CGameScriptInterface	unique	strong	1	__thiscall	long	CGameScriptInterface *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
179	0x008A1770	Quest.GetBestScoreShoveHaPenny	CGameScriptInterface::GetBestScoreShoveHaPenny	CGameScriptInterface	unique	strong	1	__thiscall	long	CGameScriptInterface *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
180	0x0088FB90	Quest.GetBettingAmount	CGameScriptInterface::GetBettingAmount	CGameScriptInterface	unique	strong	1	__thiscall	long	CGameScriptInterface *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
181	0x0088FE70	Quest.GetDayCount	CGameScriptInterface::GetDayCount	CGameScriptInterface	unique	strong	1	__thiscall	long	CGameScriptInterface *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
182	0x0088FE50	Quest.GetDayOfWeek	CGameScriptInterface::GetDayOfWeek	CGameScriptInterface	unique	strong	1	__thiscall	long	CGameScriptInterface *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
183	0x00896EE0	Quest.GetDeathRecoveryMarkerName	CGameScriptInterface::GetDeathRecoveryMarkerName	CGameScriptInterface	unique	strong	1	__thiscall	CCharString	CGameScriptInterface *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
184	0x00893030	Quest.GetExclusiveQuestScriptName	CGameScriptInterface::GetExclusiveQuestScriptName	CGameScriptInterface	unique	strong	1	__thiscall	CCharString const &	CGameScriptInterface *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
185	0x008AA480	Quest.GetGossipFactionsSize	CGameScriptInterface::GetGossipFactionsSize	CGameScriptInterface	unique	strong	1	__thiscall	int	CGameScriptInterface *,CCharString	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
186	0x008A9FC0	Quest.GetGossipSize	CGameScriptInterface::GetGossipSize	CGameScriptInterface	unique	strong	1	__thiscall	int	CGameScriptInterface *,CCharString	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
187	0x008AA220	Quest.GetGossipVillagesSize	CGameScriptInterface::GetGossipVillagesSize	CGameScriptInterface	unique	strong	1	__thiscall	int	CGameScriptInterface *,CCharString	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
188	0x0088F9B0	Quest.GetGuildSealRecallPos	CGameScriptInterface::GetGuildSealRecallPos	CGameScriptInterface	unique	strong	1	__thiscall	C3DVector	CGameScriptInterface *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
189	0x00890400	Quest.GetHealth	CGameScriptInterface::GetHealth	CGameScriptInterface	unique	strong	1	__thiscall	float	CGameScriptInterface *,CScriptThing const &	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
190	0x00891CA0	Quest.GetHero	CGameScriptInterface::GetHero	CGameScriptInterface	unique	strong	1	__thiscall	CScriptThing &	CGameScriptInterface *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
191	0x008997E0	Quest.GetHeroExperienceAvailableToSpend	CGameScriptInterface::GetHeroExperienceAvailableToSpend	CGameScriptInterface	unique	strong	1	__thiscall	long	CGameScriptInterface *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
192	0x00898FA0	Quest.GetHeroGold	CGameScriptInterface::GetHeroGold	CGameScriptInterface	unique	strong	1	__thiscall	long	CGameScriptInterface *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
193	0x0089A000	Quest.GetHeroMoralityCategory	CGameScriptInterface::GetHeroMoralityCategory	CGameScriptInterface	unique	strong	1	__thiscall	EMorality	CGameScriptInterface *	100	needs-reversal	0	0	wrapper-adapter	1	exact-leaf-name;complete-prototype;quest-interface-owner
