rank	track	module	score	catalog_functions	prototype_complete	prototype_gaps	calling_convention_unknown	naming_review	agent_candidates	verified_lifts
335	candidate-cluster	CTCCarriedActionUseFishingRod	405997	3	0	3	3	0	3	0
336	candidate-cluster	CTCCarriedActionUseFood	405997	3	0	3	3	0	3	0
337	candidate-cluster	CTCCarriedActionUseLamp	405997	3	0	3	3	0	3	0
338	candidate-cluster	CTCCarriedActionUsePotion	405997	3	0	3	3	0	3	0
339	candidate-cluster	CTCCarriedActionUseSpade	405997	3	0	3	3	0	3	0
340	candidate-cluster	CTCCreatureGroup	405997	11	8	3	3	0	3	0
341	candidate-cluster	CTCCreatureItemLevitationBase	405997	6	3	3	3	0	3	0
342	candidate-cluster	CTCDExperienceOrb	405997	9	6	3	3	0	3	0
343	candidate-cluster	CTCDiggingSpot	405997	3	0	3	3	0	3	0
344	candidate-cluster	CTCDInternalMarker	405997	3	0	3	3	0	3	0
345	candidate-cluster	CTCEntityEvents	405997	5	2	3	3	0	3	0
346	candidate-cluster	CTCGatherPointBuilding	405997	6	3	3	3	0	3	0
347	candidate-cluster	CTCGatherPointRadialArea	405997	3	0	3	3	0	3	0
348	candidate-cluster	CTCGuard	405997	11	8	3	3	0	3	0
349	candidate-cluster	CTCHasName	405997	5	2	3	3	0	3	0
350	candidate-cluster	CTCHeroCentreDoorMarker	405997	9	6	3	3	0	3	0
351	candidate-cluster	CTCHeroSpecialMovement	405997	6	3	3	3	0	3	0
352	candidate-cluster	CTCMeshAutomaticEntityCreator	405997	9	6	3	3	0	3	0
353	candidate-cluster	CTCObstacle	405997	5	2	3	3	0	3	0
354	candidate-cluster	CTCParticleAttachmentTracker	405997	5	2	3	3	0	3	0
355	candidate-cluster	CTCResurrectionItem	405997	4	1	3	3	0	3	0
356	candidate-cluster	CTCRockTrollShield	405997	4	1	3	3	0	3	0
357	candidate-cluster	CTCScriptedControl::CActionBase	405997	3	0	3	3	0	3	0
358	candidate-cluster	CTCShopKeeper	405997	17	14	3	3	0	3	0
359	candidate-cluster	CTCSingleUserActionPoints	405997	3	0	3	3	0	3	0
360	candidate-cluster	CTCTavernJug	405997	4	1	3	3	0	3	0
361	candidate-cluster	CTCTavernTankard	405997	4	1	3	3	0	3	0
362	candidate-cluster	CTCTimeAppearanceFade	405997	4	1	3	3	0	3	0
363	candidate-cluster	CTCWeaponTrail	405997	13	10	3	3	0	3	0
364	candidate-cluster	CTCWeatherVane	405997	4	1	3	3	0	3	0
365	candidate-cluster	CTCWobble	405997	6	3	3	3	0	3	0
366	candidate-cluster	CThingNoise	405997	3	0	3	3	0	3	0
367	candidate-cluster	NCameraModes::CFirstPerson	405997	3	0	3	3	0	3	0
368	candidate-cluster	NCameraModes::CFixedDolly	405997	3	0	3	3	0	3	0
369	candidate-cluster	NCameraModes::CScriptModuleFOVZoom	405997	3	0	3	3	0	3	0
370	candidate-cluster	NCameraModes::CTrack	405997	3	0	3	3	0	3	0
371	candidate-cluster	NCreatureAction::CActionEventRemoveObject	405997	3	0	3	3	0	3	0
372	candidate-cluster	NCreatureMode::CModeBerserk	405997	3	0	3	3	0	3	0
373	candidate-cluster	NCreatureMode::CModeCarryingGenericBox	405997	3	0	3	3	0	3	0
374	candidate-cluster	NCreatureMode::CModeCarryingPlateStand	405997	3	0	3	3	0	3	0
375	candidate-cluster	NCreatureMode::CModeChargeForcePush	405997	3	0	3	3	0	3	0
376	candidate-cluster	NCreatureMode::CModeDazed	405997	3	0	3	3	0	3	0
377	candidate-cluster	NCreatureMode::CModeDragonFlying	405997	3	0	3	3	0	3	0
378	candidate-cluster	NCreatureMode::CModeDragonGetHit	405997	3	0	3	3	0	3	0
379	candidate-cluster	NCreatureMode::CModeDragonHover	405997	3	0	3	3	0	3	0
380	candidate-cluster	NCreatureMode::CModeDragonLanded	405997	3	0	3	3	0	3	0
381	candidate-cluster	NCreatureMode::CModeDragonRearUp	405997	3	0	3	3	0	3	0
382	candidate-cluster	NCreatureMode::CModeDrained	405997	3	0	3	3	0	3	0
383	candidate-cluster	NCreatureMode::CModeGuildmasterPowerUpHeal	405997	3	0	3	3	0	3	0
384	candidate-cluster	NCreatureMode::CModeHoverNormal	405997	3	0	3	3	0	3	0
385	candidate-cluster	NCreatureMode::CModeJackOfBladesDeath	405997	3	0	3	3	0	3	0
386	candidate-cluster	NCreatureMode::CModeJackOfBladesFlash	405997	3	0	3	3	0	3	0
387	candidate-cluster	NCreatureMode::CModeJackOfBladesScream	405997	3	0	3	3	0	3	0
388	candidate-cluster	NCreatureMode::CModeKnockedDown	405997	3	0	3	3	0	3	0
389	candidate-cluster	NCreatureMode::CModeScreamerAggressive	405997	3	0	3	3	0	3	0
390	candidate-cluster	NCreatureMode::CModeStandBored	405997	3	0	3	3	0	3	0
391	candidate-cluster	NCreatureMode::CModeStandFront	405997	3	0	3	3	0	3	0
392	candidate-cluster	NCreatureMode::CModeStandHappy	405997	3	0	3	3	0	3	0
393	candidate-cluster	NCreatureMode::CModeStandLeft	405997	3	0	3	3	0	3	0
394	candidate-cluster	NCreatureMode::CModeStandRight	405997	3	0	3	3	0	3	0
395	candidate-cluster	NCreatureMode::CModeSummonerLightningOrb	405997	3	0	3	3	0	3	0
396	candidate-cluster	NCreatureMode::CModeSummonerSummon	405997	3	0	3	3	0	3	0
397	candidate-cluster	NCreatureMode::CModeUnderground	405997	3	0	3	3	0	3	0
398	candidate-cluster	NCreatureMode::CModeWading	405997	3	0	3	3	0	3	0
399	candidate-cluster	NEntityEvents::CEventHeroHasBeenSpokenToByVillagers	405997	3	0	3	3	0	3	0
400	candidate-cluster	NGraphicAppearance::CAGraphicAppearanceComponent	405997	3	0	3	3	0	3	0
401	candidate-cluster	NGraphicAppearance::CTCGraphicAppearanceStaticMeshFadeOutOnProximity	405997	3	0	3	3	0	3	0
402	candidate-cluster	NPlayerGui::CDrawAbilityButtonsPC	405997	3	0	3	3	0	3	0
403	candidate-cluster	NScreenEffect::CScreenEffectPriorityStack::CDisplacementProcess	405997	3	0	3	3	0	3	0
404	candidate-cluster	NScreenEffect::CScreenEffectPriorityStack::CRadialBlurProcess	405997	3	0	3	3	0	3	0
405	candidate-cluster	NShape::CTrack	405997	3	0	3	3	0	3	0
406	candidate-cluster	NTCScriptedControl::CActionSummonerLightningAttackTarget	405997	3	0	3	3	0	3	0
407	candidate-cluster	NTCScriptedControl::CActionTalkBase	405997	3	0	3	3	0	3	0
408	candidate-cluster	NThingShot::CTCShotDefinitionTearInGround	405997	3	0	3	3	0	3	0
409	candidate-cluster	NUISystem::CControllerDisconnect	405997	3	0	3	3	0	3	0
410	candidate-cluster	NUISystem::CMovie	405997	3	0	3	3	0	3	0
411	candidate-cluster	NUISystem::CParticleEffect	405997	3	0	3	3	0	3	0
412	candidate-cluster	NUISystem::CRedefinerList	405997	3	0	3	3	0	3	0
413	candidate-cluster	NUISystem::CTable	405997	6	3	3	3	0	3	0
414	candidate-cluster	NUISystem::CUIStateDef	405997	3	0	3	3	0	3	0
415	candidate-cluster	CTCActionUseBed	405996	9	5	4	3	0	3	0
416	candidate-cluster	CTCActionUseReadable	405996	7	3	4	3	0	3	0
417	candidate-cluster	CTCAISummon	405996	8	4	4	3	0	3	0
418	candidate-cluster	CTCCarriedActionUseTrophy	405996	5	1	4	3	0	3	0
419	candidate-cluster	CTCKraken	405996	37	33	4	3	0	3	0
420	candidate-cluster	CTCNymph	405996	13	9	4	3	0	3	0
421	candidate-cluster	CTCQuestCard	405996	14	10	4	3	0	3	0
422	candidate-cluster	CTCTrapBase	405996	16	12	4	3	0	3	0
423	candidate-cluster	CThingDeadCreature	405996	13	9	4	3	0	3	0
424	candidate-cluster	CTCActionUseScriptedHook	405995	16	11	5	4	0	3	0
425	candidate-cluster	CTCAIScratchpad	405995	6	1	5	4	0	3	0
426	candidate-cluster	CTCCombat	405995	40	35	5	4	0	3	0
427	candidate-cluster	CTCDeadShotInThingTracker	405995	6	1	5	4	0	3	0
428	candidate-cluster	CTCEffectOnDie	405995	6	1	5	4	0	3	0
429	candidate-cluster	CTCLifeTimer	405995	5	0	5	4	0	3	0
430	candidate-cluster	CTCObjectAugmentations	405995	23	18	5	4	0	3	0
431	candidate-cluster	CTCPreCalculatedNavigationRoute	405995	14	9	5	3	0	3	0
432	candidate-cluster	CTCRotate	405995	8	3	5	4	0	3	0
433	candidate-cluster	CTCTurncoat	405995	12	7	5	4	0	3	0
434	candidate-cluster	CTCAmbientBird	405994	8	2	6	4	0	3	0
435	candidate-cluster	CTCSkeletalMorph	405994	17	11	6	4	0	3	0
436	candidate-cluster	NUISystem::CTextContainer	405994	6	0	6	6	0	3	0
437	candidate-cluster	CTCVolumeContainmentTracker	405993	10	3	7	5	0	3	0
438	candidate-cluster	CTCDHeroSuit	405992	8	0	8	4	0	3	0
439	candidate-cluster	CTCAtmosPlayer	405991	10	1	9	5	0	3	0
440	candidate-cluster	CTCHeroRangedAttacks	405991	22	13	9	6	0	3	0
441	candidate-cluster	CTCHeroCentre	405989	17	6	11	7	0	3	0
442	candidate-cluster	CEngineScreenEffectOutlineGlow	404000	31	31	0	0	0	2	0
443	candidate-cluster	CGameEvent	403999	14	13	1	0	0	2	0
444	candidate-cluster	?A0x13af75c9::CCreatureAction_HeroRangedWeaponUseDummy	403998	2	0	2	2	0	2	0
445	candidate-cluster	?A0x29922355::CCreatureAction_KrakenRoarOutOf	403998	2	0	2	2	0	2	0
446	candidate-cluster	?A0x6cb5dcbb::CCreatureAction_ScreamerIntoAggressive	403998	2	0	2	2	0	2	0
447	candidate-cluster	?A0xe09fd86b::CCreatureAction_SummonerLightningIdle	403998	2	0	2	2	0	2	0
448	candidate-cluster	C3DAnimationInfo::CAnimationData	403998	2	0	2	2	0	2	0
449	candidate-cluster	CAnimFilterAnyGroup	403998	3	1	2	2	0	2	0
450	candidate-cluster	CAnimFilterNoGroup	403998	5	3	2	2	0	2	0
451	candidate-cluster	CASoundBank	403998	4	2	2	2	0	2	0
452	candidate-cluster	CAtmosProcess::CMyAtmosMap	403998	2	0	2	2	0	2	0
453	candidate-cluster	CConsoleCommand	403998	2	0	2	2	0	2	0
454	candidate-cluster	CLHFile	403998	2	0	2	2	0	2	0
455	candidate-cluster	CLHFileManager	403998	2	0	2	2	0	2	0
456	candidate-cluster	CLipSyncDataBankEntry::CData	403998	2	0	2	2	0	2	0
457	candidate-cluster	CLocalDetailCacheMap::CObjectCacheGroupCollection	403998	2	0	2	2	0	2	0
458	candidate-cluster	CLocalDetailCacheMap::CObjectTypeCollection	403998	2	0	2	2	0	2	0
459	candidate-cluster	CLocalDetailCacheMap::CQuadTreeElement	403998	2	0	2	2	0	2	0
460	candidate-cluster	CPhysicsLeaf	403998	2	0	2	2	0	2	0
461	candidate-cluster	CPlayerManager	403998	21	19	2	2	0	2	0
462	candidate-cluster	CTCAbsorbHits	403998	2	0	2	2	0	2	0
463	candidate-cluster	CTCActionUseAcceptBoast	403998	6	4	2	2	0	2	0
464	candidate-cluster	CTCActionUseActivateQuest	403998	2	0	2	2	0	2	0
465	candidate-cluster	CTCActionUseBlowHorn	403998	2	0	2	2	0	2	0
466	candidate-cluster	CTCActionUseChest	403998	2	0	2	2	0	2	0
467	candidate-cluster	CTCActionUseMapTable	403998	2	0	2	2	0	2	0
468	candidate-cluster	CTCActionUsePickUp	403998	2	0	2	2	0	2	0
469	candidate-cluster	CTCActionUsePickUpGenericBox	403998	2	0	2	2	0	2	0
470	candidate-cluster	CTCActionUsePutInInventory	403998	2	0	2	2	0	2	0
471	candidate-cluster	CTCActionUseSearch	403998	2	0	2	2	0	2	0
472	candidate-cluster	CTCActionUseSign	403998	2	0	2	2	0	2	0
473	candidate-cluster	CTCActionUseSwitch	403998	2	0	2	2	0	2	0
474	candidate-cluster	CTCActionUseWallMount	403998	2	0	2	2	0	2	0
475	candidate-cluster	CTCActionUseWindow	403998	2	0	2	2	0	2	0
476	candidate-cluster	CTCActivationReceptorRelay	403998	2	0	2	2	0	2	0
477	candidate-cluster	CTCAnimationBase	403998	2	0	2	2	0	2	0
478	candidate-cluster	CTCAppearanceMorphBase	403998	3	1	2	2	0	2	0
479	candidate-cluster	CTCBlacksmiths	403998	2	0	2	2	0	2	0
480	candidate-cluster	CTCBoastUI	403998	9	7	2	2	0	2	0
481	candidate-cluster	CTCCameraPointDead	403998	2	0	2	2	0	2	0
482	candidate-cluster	CTCCameraPointFixedDolly	403998	2	0	2	2	0	2	0
483	candidate-cluster	CTCCarriedActionUseAbility	403998	2	0	2	2	0	2	0
484	candidate-cluster	CTCCarriedActionUseActivateQuest	403998	2	0	2	2	0	2	0
485	candidate-cluster	CTCCarriedActionUseBase	403998	2	0	2	2	0	2	0
486	candidate-cluster	CTCCarriedActionUseDrop	403998	2	0	2	2	0	2	0
487	candidate-cluster	CTCCarriedActionUseDropGenericBox	403998	2	0	2	2	0	2	0
488	candidate-cluster	CTCCarriedActionUseExpression	403998	2	0	2	2	0	2	0
489	candidate-cluster	CTCCarriedActionUseGive	403998	2	0	2	2	0	2	0
490	candidate-cluster	CTCCarriedActionUseGiveBeer	403998	2	0	2	2	0	2	0
491	candidate-cluster	CTCCarriedActionUseGoldBag	403998	2	0	2	2	0	2	0
492	candidate-cluster	CTCCarriedActionUseShow	403998	2	0	2	2	0	2	0
493	candidate-cluster	CTCCarriedActionUseWallMount	403998	2	0	2	2	0	2	0
494	candidate-cluster	CTCCombatLeader	403998	2	0	2	2	0	2	0
495	candidate-cluster	CTCContainer	403998	5	3	2	2	0	2	0
496	candidate-cluster	CTCCrateStack	403998	8	6	2	2	0	2	0
497	candidate-cluster	CTCCreatedEntity	403998	2	0	2	2	0	2	0
498	candidate-cluster	CTCCreatureExpression	403998	7	5	2	2	0	2	0
499	candidate-cluster	CTCCreatureHitNotification	403998	3	1	2	2	0	2	0
500	candidate-cluster	CTCDayOrNightOnlySupport	403998	3	1	2	2	0	2	0
501	candidate-cluster	CTCDestroyThingOnActionFinish	403998	2	0	2	2	0	2	0
502	candidate-cluster	CTCDestroyThingOnSpecialAbilityFinish	403998	2	0	2	2	0	2	0
503	candidate-cluster	CTCExclusiveUse	403998	2	0	2	2	0	2	0
504	candidate-cluster	CTCFamilyMember	403998	2	0	2	2	0	2	0
505	candidate-cluster	CTCFineDialogue	403998	5	3	2	2	0	2	0
506	candidate-cluster	CTCFollowed	403998	15	13	2	2	0	2	0
507	candidate-cluster	CTCGeneratedCreature	403998	2	0	2	2	0	2	0
508	candidate-cluster	CTCGeneratesExperienceOnKilling	403998	2	0	2	2	0	2	0
509	candidate-cluster	CTCGift	403998	3	1	2	2	0	2	0
510	candidate-cluster	CTCHeroReceiveItems	403998	7	5	2	2	0	2	0
511	candidate-cluster	CTCHitOnCollision	403998	3	1	2	2	0	2	0
512	candidate-cluster	CTCIdleScheduler	403998	10	8	2	2	0	2	0
513	candidate-cluster	CTCInterestingToVillagers	403998	2	0	2	2	0	2	0
514	candidate-cluster	CTCNamedUserActionPoints	403998	6	4	2	2	0	2	0
515	candidate-cluster	CTCOracleMinigame	403998	11	9	2	2	0	2	0
516	candidate-cluster	CTCPlot	403998	2	0	2	2	0	2	0
517	candidate-cluster	CTCScriptedControl	403998	16	14	2	2	0	2	0
518	candidate-cluster	CTCSinglePersonOccupiable	403998	6	4	2	2	0	2	0
519	candidate-cluster	CTCSleep	403998	3	1	2	2	0	2	0
520	candidate-cluster	CTCSmashableBarrier	403998	4	2	2	2	0	2	0
521	candidate-cluster	CTCSolidToThing	403998	5	3	2	2	0	2	0
522	candidate-cluster	CTCSwitchableNavigation	403998	8	6	2	2	0	2	0
523	candidate-cluster	CTCTavernGameCoinBase	403998	11	9	2	2	0	2	0
524	candidate-cluster	CTCTavernGameMaster	403998	2	0	2	2	0	2	0
525	candidate-cluster	CTCTrespasser	403998	8	6	2	2	0	2	0
526	candidate-cluster	CTCWallMount	403998	6	4	2	2	0	2	0
527	candidate-cluster	CThreadedFileCallback	403998	2	0	2	2	0	2	0
528	candidate-cluster	MicroThread::MicroThreadInfo	403998	2	0	2	2	0	2	0
529	candidate-cluster	NCameraModes::CDead	403998	2	0	2	2	0	2	0
530	candidate-cluster	NCameraModes::CScriptModuleTransitionBetweenPoints	403998	2	0	2	2	0	2	0
531	candidate-cluster	NCameraModes::CSubComponentBase	403998	2	0	2	2	0	2	0
532	candidate-cluster	NCreatureAction::CActionEventCameraShake	403998	2	0	2	2	0	2	0
533	candidate-cluster	NCreatureAction::CActionEventShot	403998	2	0	2	2	0	2	0
534	candidate-cluster	NCreatureAction::CActionEventSound	403998	2	0	2	2	0	2	0
535	candidate-cluster	NCreatureMode::CModeArmsOffTable	403998	2	0	2	2	0	2	0
536	candidate-cluster	NCreatureMode::CModeAssassinRush	403998	2	0	2	2	0	2	0
537	candidate-cluster	NCreatureMode::CModeAttracted	403998	2	0	2	2	0	2	0
538	candidate-cluster	NCreatureMode::CModeBattleCharge	403998	2	0	2	2	0	2	0
539	candidate-cluster	NCreatureMode::CModeBully	403998	2	0	2	2	0	2	0
540	candidate-cluster	NCreatureMode::CModeCaged	403998	2	0	2	2	0	2	0
541	candidate-cluster	NCreatureMode::CModeCarryingGoodsStand	403998	2	0	2	2	0	2	0
542	candidate-cluster	NCreatureMode::CModeCarryingStandBase	403998	2	0	2	2	0	2	0
543	candidate-cluster	NCreatureMode::CModeCheering	403998	2	0	2	2	0	2	0
544	candidate-cluster	NCreatureMode::CModeCook	403998	2	0	2	2	0	2	0
545	candidate-cluster	NCreatureMode::CModeCreatureIsProjectile	403998	2	0	2	2	0	2	0
546	candidate-cluster	NCreatureMode::CModeCreeping	403998	2	0	2	2	0	2	0
547	candidate-cluster	NCreatureMode::CModeCurious	403998	2	0	2	2	0	2	0
548	candidate-cluster	NCreatureMode::CModeDragonFireBeam	403998	2	0	2	2	0	2	0
549	candidate-cluster	NCreatureMode::CModeDrinkingFromTankard	403998	2	0	2	2	0	2	0
550	candidate-cluster	NCreatureMode::CModeDrunk	403998	2	0	2	2	0	2	0
551	candidate-cluster	NCreatureMode::CModeEatingAtTable	403998	2	0	2	2	0	2	0
552	candidate-cluster	NCreatureMode::CModeFillJug	403998	2	0	2	2	0	2	0
553	candidate-cluster	NCreatureMode::CModeForcePushed	403998	2	0	2	2	0	2	0
554	candidate-cluster	NCreatureMode::CModeGuildmasterConcentrate	403998	2	0	2	2	0	2	0
555	candidate-cluster	NCreatureMode::CModeHandsBound	403998	2	0	2	2	0	2	0
556	candidate-cluster	NCreatureMode::CModeHeckling	403998	2	0	2	2	0	2	0
557	candidate-cluster	NCreatureMode::CModeHeroImitation	403998	2	0	2	2	0	2	0
558	candidate-cluster	NCreatureMode::CModeHitByEpicSpell	403998	2	0	2	2	0	2	0
559	candidate-cluster	NCreatureMode::CModeHoldJug	403998	2	0	2	2	0	2	0
560	candidate-cluster	NCreatureMode::CModeJackOfBladesFloat	403998	2	0	2	2	0	2	0
561	candidate-cluster	NCreatureMode::CModeJackOfBladesVulnerable	403998	2	0	2	2	0	2	0
562	candidate-cluster	NCreatureMode::CModeOutOfActionBase	403998	2	0	2	2	0	2	0
563	candidate-cluster	NCreatureMode::CModeOutraged	403998	2	0	2	2	0	2	0
564	candidate-cluster	NCreatureMode::CModeRollAround	403998	2	0	2	2	0	2	0
565	candidate-cluster	NCreatureMode::CModeSad	403998	2	0	2	2	0	2	0
566	candidate-cluster	NCreatureMode::CModeScared	403998	2	0	2	2	0	2	0
567	candidate-cluster	NCreatureMode::CModeScorpionKingTailPlunge	403998	2	0	2	2	0	2	0
568	candidate-cluster	NCreatureMode::CModeScreamerSuperAttack	403998	2	0	2	2	0	2	0
569	candidate-cluster	NCreatureMode::CModeScripted	403998	2	0	2	2	0	2	0
570	candidate-cluster	NCreatureMode::CModeServeCustomer	403998	2	0	2	2	0	2	0
571	candidate-cluster	NCreatureMode::CModeSitBench	403998	2	0	2	2	0	2	0
572	candidate-cluster	NCreatureMode::CModeSitChairBored	403998	2	0	2	2	0	2	0
573	candidate-cluster	NCreatureMode::CModeSitChairSleeping	403998	2	0	2	2	0	2	0
574	candidate-cluster	NCreatureMode::CModeSitChairStudious	403998	2	0	2	2	0	2	0
575	candidate-cluster	NCreatureMode::CModeSitFloor	403998	2	0	2	2	0	2	0
576	candidate-cluster	NCreatureMode::CModeSitTavernStool	403998	2	0	2	2	0	2	0
577	candidate-cluster	NCreatureMode::CModeSleepBed	403998	2	0	2	2	0	2	0
578	candidate-cluster	NCreatureMode::CModeUnderwater	403998	2	0	2	2	0	2	0
579	candidate-cluster	NCreatureMode::CModeVulnerable	403998	2	0	2	2	0	2	0
580	candidate-cluster	NDisplayView::CView3DBase	403998	2	0	2	2	0	2	0
581	candidate-cluster	NEntityEvents::CEventApologyReceived	403998	2	0	2	2	0	2	0
582	candidate-cluster	NEntityEvents::CEventAttackedWithBareHandsWithoutHittingAnything	403998	2	0	2	2	0	2	0
583	candidate-cluster	NEntityEvents::CEventAttackedWithFlourishWithoutHittingAnything	403998	2	0	2	2	0	2	0
584	candidate-cluster	NEntityEvents::CEventAttackedWithMeleeWeaponWithoutHittingAnything	403998	2	0	2	2	0	2	0
585	candidate-cluster	NEntityEvents::CEventChildHurtGoToMother	403998	2	0	2	2	0	2	0
586	candidate-cluster	NEntityEvents::CEventExpressionPerformedTo	403998	2	0	2	2	0	2	0
587	candidate-cluster	NEntityEvents::CEventFiredShot	403998	2	0	2	2	0	2	0
588	candidate-cluster	NEntityEvents::CEventHeroHasBeenSpottedPickingLock	403998	2	0	2	2	0	2	0
589	candidate-cluster	NEntityEvents::CEventHeroHasBeenSpottedPickpocketing	403998	2	0	2	2	0	2	0
590	candidate-cluster	NEntityEvents::CEventHeroHasBeenSpottedStealing	403998	2	0	2	2	0	2	0
591	candidate-cluster	NEntityEvents::CEventHitBase	403998	2	0	2	2	0	2	0
592	candidate-cluster	NEntityEvents::CEventHitBySpecialAbility	403998	2	0	2	2	0	2	0
593	candidate-cluster	NEntityEvents::CEventKicked	403998	2	0	2	2	0	2	0
594	candidate-cluster	NEntityEvents::CEventKilledCreature	403998	2	0	2	2	0	2	0
595	candidate-cluster	NEntityEvents::CEventKillLocked	403998	2	0	2	2	0	2	0
596	candidate-cluster	NEntityEvents::CEventMoralityChanged	403998	2	0	2	2	0	2	0
597	candidate-cluster	NEntityEvents::CEventPerformedSpecialAbility	403998	2	0	2	2	0	2	0
598	candidate-cluster	NEntityEvents::CEventReceivedItemInInventory	403998	2	0	2	2	0	2	0
599	candidate-cluster	NEntityEvents::CEventShotStruck	403998	2	0	2	2	0	2	0
600	candidate-cluster	NEntityEvents::CEventVillagerInteraction	403998	2	0	2	2	0	2	0
601	candidate-cluster	NPlayerGui::CDrawQuestInfo::CQuestInfoElement	403998	2	0	2	2	0	2	0
602	candidate-cluster	NPlayerGui::CDrawQuestInfo::CQuestInfoElementBar	403998	2	0	2	2	0	2	0
603	candidate-cluster	NPlayerGui::CDrawQuestInfo::CQuestInfoElementMiniGameBar	403998	2	0	2	2	0	2	0
604	candidate-cluster	NPlayerGui::CDrawQuestInfo::CQuestInfoElementTick	403998	2	0	2	2	0	2	0
605	candidate-cluster	NPlayerGui::CDrawQuickAccessIconsPC	403998	2	0	2	2	0	2	0
606	candidate-cluster	NSpeechGainManager::CDialogueLayerDef	403998	2	0	2	2	0	2	0
607	candidate-cluster	NTCScriptedControl::CActionPlayAnimation	403998	2	0	2	2	0	2	0
608	candidate-cluster	NTCScriptedControl::CActionTalkToThing	403998	2	0	2	2	0	2	0
609	candidate-cluster	NThingShot::CTCShotDefinitionDragonFireball	403998	2	0	2	2	0	2	0
610	candidate-cluster	NThingShot::CTCShotDefinitionFireballSpell	403998	2	0	2	2	0	2	0
611	candidate-cluster	NThingShot::CTCShotDefinitionQueenHornetShot	403998	2	0	2	2	0	2	0
612	candidate-cluster	NUISystem::CChangingStateComponent	403998	2	0	2	2	0	2	0
613	candidate-cluster	NUISystem::CClickable	403998	2	0	2	2	0	2	0
614	candidate-cluster	NUISystem::CDraggable	403998	2	0	2	2	0	2	0
615	candidate-cluster	NUISystem::CHoverable	403998	2	0	2	2	0	2	0
616	candidate-cluster	NUISystem::CUIDef	403998	2	0	2	2	0	2	0
617	candidate-cluster	NUISystem::CUIIconsDef	403998	2	0	2	2	0	2	0
618	candidate-cluster	NUISystem::CUILocaleGraphicsDef	403998	2	0	2	2	0	2	0
619	candidate-cluster	NUISystem::CUIMiscThingsDef	403998	2	0	2	2	0	2	0
620	candidate-cluster	NUISystem::CViewport	403998	2	0	2	2	0	2	0
621	candidate-cluster	C3DAnimation2	403997	23	20	3	2	0	2	0
622	candidate-cluster	CTCActionUseBuyOrSteal	403997	11	8	3	2	0	2	0
623	candidate-cluster	CTCGamePlayer	403997	5	2	3	2	0	2	0
624	candidate-cluster	CTCPhysicsLight	403997	7	4	3	2	0	2	0
625	candidate-cluster	CThingSoundEmitter	403997	8	5	3	2	0	2	0
626	candidate-cluster	CTCAICreatureWillPowerIndicator	403996	6	2	4	3	0	2	0
627	candidate-cluster	CTCBetting	403996	14	10	4	3	0	2	0
628	candidate-cluster	CTCBob	403996	6	2	4	3	0	2	0
629	candidate-cluster	CTCBoss	403996	16	12	4	3	0	2	0
630	candidate-cluster	CTCCreatureFlyInCircles	403996	12	8	4	3	0	2	0
631	candidate-cluster	CTCCreatureGroupBoastingCrowd	403996	13	9	4	3	0	2	0
632	candidate-cluster	CTCEnemy	403996	13	9	4	3	0	2	0
633	candidate-cluster	CTCFishing	403996	10	6	4	3	0	2	0
634	candidate-cluster	CTCGossip	403996	4	0	4	2	0	2	0
635	candidate-cluster	CTCHitLocations	403996	10	6	4	3	0	2	0
636	candidate-cluster	CTCJackShield	403996	5	1	4	3	0	2	0
637	candidate-cluster	CTCProjectileTrap	403996	6	2	4	3	0	2	0
638	candidate-cluster	CTCTurncoatSpell	403996	13	9	4	3	0	2	0
639	candidate-cluster	CTCWaterWader	403996	7	3	4	3	0	2	0
640	candidate-cluster	CThingCreatureBase	403996	98	94	4	4	0	2	0
641	candidate-cluster	CLocalDetailPrimitiveRepeatedMesh	403995	9	4	5	2	0	2	0
642	candidate-cluster	CTCMoneyReceiver	403995	5	0	5	3	0	2	0
643	candidate-cluster	CWorld	403995	155	150	5	4	0	2	0
644	candidate-cluster	NUISystem::CComponentContainer	403995	5	0	5	5	0	2	0
645	candidate-cluster	CTCHeroPodium	403994	9	3	6	3	0	2	0
646	candidate-cluster	CTCRegionDisplay	403994	13	7	6	4	0	2	0
647	candidate-cluster	CTCSummonableCreature	403994	7	1	6	4	0	2	0
648	candidate-cluster	CTCDiceGame	403993	7	0	7	4	0	2	0
