address	verdict	file	flag
006f57b0	EXACT	CCombatActionStrikeResponseScorpionKing_AllowsCombinationAnims_006f57b0.cpp	Oy
006f5830	EXACT	CCreatureActionInterruptableFarAttack_IsVitalStrike_006f5830.cpp	Oy
006f5840	EXACT	CCreatureActionInterruptableFarAttack_IsKnockdownStrike_006f5840.cpp	Oy
006f5850	EXACT	CCreatureActionInterruptableFarAttack_IsToFaceTargetAtStart_006f5850.cpp	Oy
006f58a0	EXACT	CCreatureActionInterruptableMidAttack_IsToFaceTargetAtStart_006f58a0.cpp	Oy
006f58b0	EXACT	CCreatureActionInterruptableMidAttack_IsPartOfComboChain_006f58b0.cpp	Oy
006f58e0	EXACT	CCreatureActionLeapBack_IsToFaceTarget_006f58e0.cpp	Oy
006f5940	EXACT	CCreatureActionCombatIdle_IsToFaceTargetAtStart_006f5940.cpp	Oy
006f5970	EXACT	CCreatureActionCombatBoast_IsToFaceTargetAtStart_006f5970.cpp	Oy
006f59e0	EXACT	CCreatureActionGenericStrafeLeft_IsToFaceTarget_006f59e0.cpp	Oy
006f5a10	EXACT	CCreatureActionGenericStrafeRight_IsToFaceTarget_006f5a10.cpp	Oy
006f5a60	EXACT	CCreatureActionBanditKingGetHit_IsToEvadeAllHits_006f5a60.cpp	Oy
006f5aa0	EXACT	CCreatureActionGenericAimProjectileWeapon_IsToFaceTarget_006f5aa0.cpp	Oy
006f5ae0	EXACT	CCreatureActionGenericFireProjectileWeapon_IsToFaceTarget_006f5ae0.cpp	Oy
006f5b40	EXACT	CCreatureActionNymphGetHitDie_IsUsingAnimationMovement_006f5b40.cpp	Oy
006f5b80	EXACT	CCreatureActionSummonerFlameSlice_IsToFaceTargetAtStart_006f5b80.cpp	Oy
006f5bb0	EXACT	CCreatureActionSummonerStrike_IsKnockdownStrike_006f5bb0.cpp	Oy
006f5bc0	EXACT	CCreatureActionSummonerStrike_IsPartOfComboChain_006f5bc0.cpp	Oy
006f5bd0	EXACT	CCreatureActionSummonerStrike_IsToFaceTargetAtStart_006f5bd0.cpp	Oy
006f5c00	EXACT	CCreatureActionSummonerDie_IsToEvadeAllHits_006f5c00.cpp	Oy
006f7f20	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_006f7f20.cpp	Oy
006f8110	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_006f8110.cpp	Oy
006f81a0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_006f81a0.cpp	Oy
006f84a0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_006f84a0.cpp	Oy
006fd4e0	EXACT	CGameCameraBase_PreparePrimitivesForRendering_006fd4e0.cpp	Oy
007044b0	EXACT	global_DeleteData_007044b0.cpp	Oy
00708a90	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00708a90.cpp	Oy
0070b320	RELOC	CThingSwitch_vectordeletingdestructor_0070b320.cpp	Oy
0070b460	EXACT	global_DrawGetEnvironment_0070b460.cpp	Oy
0070f7b0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0070f7b0.cpp	Oy
0070fee0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0070fee0.cpp	Oy
0070ffc0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0070ffc0.cpp	Oy
0070ffe0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0070ffe0.cpp	Oy
007107b0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007107b0.cpp	Oy
00713140	RELOC	CActionDoCreatureAction_CActionDoCreatureAction_00713140.cpp	Oy
00713290	RELOC	CCategory_GetHighlightedItemCountInCategory_00713290.cpp	Oy
007180c0	EXACT	global_DeleteData_007180c0.cpp	Oy
007186d0	EXACT	CCreatureActionAimMissileWeapon_PerformAction_007186d0.cpp	Oy
007186e0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_007186e0.cpp	Oy
00718790	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00718790.cpp	Oy
00718810	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00718810.cpp	Oy
007190c0	RELOC	CThingSwitch_vectordeletingdestructor_007190c0.cpp	Oy
007190f0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_007190f0.cpp	Oy
00719120	RELOC	CThingSwitch_vectordeletingdestructor_00719120.cpp	Oy
00719150	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00719150.cpp	Oy
00722af0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00722af0.cpp	Oy
00723240	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00723240.cpp	Oy
007236e0	RELOC	CTCPhysicsStandard_ResetInterpolation_007236e0.cpp	Oy
00723a10	RELOC	CTCPhysicsStandard_SetRHSetAsFlushOnGround_00723a10.cpp	Oy
00723a60	EXACT	CTCPhysicsStandard_IsOnAnyStationarySurface_00723a60.cpp	Oy
00726750	RELOC	CTCPhysicsNavigator_SetPosition_00726750.cpp	Oy
007276d0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_007276d0.cpp	Oy
00729a00	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00729a00.cpp	Oy
0072e630	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0072e630.cpp	Oy
0072f0e0	EXACT	CTCPhysicsNavigator_EnableNavigator_0072f0e0.cpp	Oy
00731a50	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00731a50.cpp	Oy
00732440	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00732440.cpp	Oy
00732530	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00732530.cpp	Oy
00732ad0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00732ad0.cpp	Oy
00732b30	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00732b30.cpp	Oy
00733100	RELOC	CTCCombat_IsUsingUnarmedCombatIdle_00733100.cpp	Oy
007331a0	RELOC	CTCCombat_IsAbleToBeKnockedDown_007331a0.cpp	Oy
007331c0	RELOC	CTCCombat_IsVulnerableToUnblockableAttack_007331c0.cpp	Oy
00733290	EXACT	CThingFilterIsUnconscious_operator_00733290.cpp	Oy
007333d0	EXACT	CTCCombat_IsCurrentActionBlockable_007333d0.cpp	Oy
00736e10	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00736e10.cpp	Oy
00736e30	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00736e30.cpp	Oy
00736e50	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00736e50.cpp	Oy
00736e70	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00736e70.cpp	Oy
00736e90	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00736e90.cpp	Oy
00736eb0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00736eb0.cpp	Oy
00736ed0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00736ed0.cpp	Oy
00737590	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00737590.cpp	Oy
007375b0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007375b0.cpp	Oy
007375d0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007375d0.cpp	Oy
007375f0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007375f0.cpp	Oy
00737610	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00737610.cpp	Oy
00737630	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00737630.cpp	Oy
007388b0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007388b0.cpp	Oy
00739a40	EXACT	CCreatureActionBlockBroken_IsActionReadyForInterruption_00739a40.cpp	Oy
0073d290	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0073d290.cpp	Oy
0073d2b0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0073d2b0.cpp	Oy
0073d2d0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0073d2d0.cpp	Oy
0073d2f0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0073d2f0.cpp	Oy
0073d770	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073d770.cpp	Oy
0073da00	EXACT	CModeStandBase_IsAllowingPlayerSpecialMovementMoves_0073da00.cpp	Oy
0073da80	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0073da80.cpp	Oy
0073daa0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0073daa0.cpp	Oy
0073dac0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0073dac0.cpp	Oy
0073dae0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0073dae0.cpp	Oy
0073e3e0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073e3e0.cpp	Oy
0073e4d0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073e4d0.cpp	Oy
0073e5c0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073e5c0.cpp	Oy
0073ed20	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073ed20.cpp	Oy
0073ee00	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073ee00.cpp	Oy
0073eed0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073eed0.cpp	Oy
0073efa0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073efa0.cpp	Oy
0073f070	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073f070.cpp	Oy
0073f140	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073f140.cpp	Oy
0073f210	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073f210.cpp	Oy
0073f2e0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073f2e0.cpp	Oy
0073f3b0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073f3b0.cpp	Oy
0073f480	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073f480.cpp	Oy
0073f550	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073f550.cpp	Oy
0073f620	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073f620.cpp	Oy
0073f6f0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073f6f0.cpp	Oy
0073f7c0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073f7c0.cpp	Oy
0073f890	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073f890.cpp	Oy
0073f960	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073f960.cpp	Oy
0073fa30	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073fa30.cpp	Oy
0073fb00	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073fb00.cpp	Oy
0073fbe0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073fbe0.cpp	Oy
0073fcb0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073fcb0.cpp	Oy
0073fd80	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073fd80.cpp	Oy
0073fe70	RELOC	CThingSwitch_vectordeletingdestructor_0073fe70.cpp	Oy
0073ff40	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_0073ff40.cpp	Oy
00740010	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00740010.cpp	Oy
00740220	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00740220.cpp	Oy
00740310	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00740310.cpp	Oy
00740610	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00740610.cpp	Oy
007407f0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_007407f0.cpp	Oy
007408c0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_007408c0.cpp	Oy
00740990	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00740990.cpp	Oy
00740a60	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00740a60.cpp	Oy
00740b30	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00740b30.cpp	Oy
00740c00	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00740c00.cpp	Oy
00740cd0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00740cd0.cpp	Oy
00740da0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00740da0.cpp	Oy
00740e70	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00740e70.cpp	Oy
00740f40	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00740f40.cpp	Oy
00741010	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00741010.cpp	Oy
007410e0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_007410e0.cpp	Oy
007411b0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_007411b0.cpp	Oy
00741280	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00741280.cpp	Oy
00741490	RELOC	CThingSwitch_vectordeletingdestructor_00741490.cpp	Oy
00741560	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00741560.cpp	Oy
00741630	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00741630.cpp	Oy
00741700	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00741700.cpp	Oy
007417d0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_007417d0.cpp	Oy
007418a0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_007418a0.cpp	Oy
00741980	RELOC	CThingSwitch_vectordeletingdestructor_00741980.cpp	Oy
00741a60	RELOC	CThingSwitch_vectordeletingdestructor_00741a60.cpp	Oy
00741b30	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00741b30.cpp	Oy
00741c10	RELOC	CThingSwitch_vectordeletingdestructor_00741c10.cpp	Oy
00741eb0	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00741eb0.cpp	Oy
00743960	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00743960.cpp	Oy
00744130	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00744130.cpp	Oy
007443f0	RELOC	CTCPerceiveThing_IsUpdatingThisFrame_007443f0.cpp	Oy
00744580	RELOC	CTCPerceiveThing_GetExtendedSightRadius_00744580.cpp	Oy
00744730	RELOC	CTCPerceiveThing_SetLastAwareInfo_00744730.cpp	Oy
00744830	RELOC	CTCPerceiveThing_IsPlayerExtendedLineOfSight_00744830.cpp	Oy
00744870	RELOC	CTCPerceiveThing_IsPlayerExtendedLineOfSight_00744870.cpp	Oy
00746b60	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00746b60.cpp	Oy
00746bc0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00746bc0.cpp	Oy
007482a0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007482a0.cpp	Oy
007499f0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007499f0.cpp	Oy
00749aa0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00749aa0.cpp	Oy
00749dc0	EXACT	CThingFilterIsUnconscious_operator_00749dc0.cpp	Oy
0074c8c0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0074c8c0.cpp	Oy
0074c8e0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0074c8e0.cpp	Oy
0074cc00	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0074cc00.cpp	Oy
0074db40	EXACT	CCreatureActionRiseUp_IsKnockdownStrike_0074db40.cpp	Oy
0074db50	EXACT	CCreatureActionRiseUp_IsBlockable_0074db50.cpp	Oy
0074db60	EXACT	CCreatureActionRiseUp_IsToEvadeAllHits_0074db60.cpp	Oy
0074db80	EXACT	CCreatureActionRiseUp_GetAnimationTransitionInTime_0074db80.cpp	Oy
0074dc00	EXACT	CCreatureActionOnGenerate_IsToEvadeAllHits_0074dc00.cpp	Oy
0074dc10	EXACT	CCreatureActionOnGenerate_GetAnimationTransitionInTime_0074dc10.cpp	Oy
0074dcb0	EXACT	CCreatureActionUndeadRiseUp_PerformAction_0074dcb0.cpp	Oy
0074dcc0	EXACT	CCreatureActionUndeadRiseUp_IsKnockdownStrike_0074dcc0.cpp	Oy
0074dcd0	EXACT	CCreatureActionUndeadRiseUp_IsBlockable_0074dcd0.cpp	Oy
0074dd60	EXACT	CCreatureActionUndeadIdleUnderground_IsToEvadeAllHits_0074dd60.cpp	Oy
0074f210	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0074f210.cpp	Oy
0074f230	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0074f230.cpp	Oy
0074f250	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0074f250.cpp	Oy
0074f440	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0074f440.cpp	Oy
0074f460	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0074f460.cpp	Oy
00750a60	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00750a60.cpp	Oy
00751030	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00751030.cpp	Oy
00754c80	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00754c80.cpp	Oy
00754ef0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00754ef0.cpp	Oy
00763a20	EXACT	global_DeleteData_00763a20.cpp	Oy
007692a0	RELOC	CThingSwitch_vectordeletingdestructor_007692a0.cpp	Oy
0076d900	RELOC	CThingSwitch_vectordeletingdestructor_0076d900.cpp	Oy
00771030	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00771030.cpp	Oy
00771060	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00771060.cpp	Oy
00771080	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00771080.cpp	Oy
00771940	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00771940.cpp	Oy
007719a0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007719a0.cpp	Oy
00778880	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00778880.cpp	Oy
007788e0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007788e0.cpp	Oy
00779af0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00779af0.cpp	Oy
0077d000	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0077d000.cpp	Oy
0077d060	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0077d060.cpp	Oy
00780310	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_00780310.cpp	Oy
007810b0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007810b0.cpp	Oy
007811d0	RELOC	CThingSwitch_vectordeletingdestructor_007811d0.cpp	Oy
00781260	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00781260.cpp	Oy
00784e50	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00784e50.cpp	Oy
00784f90	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00784f90.cpp	Oy
00786f40	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00786f40.cpp	Oy
00787a60	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00787a60.cpp	Oy
00787ac0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00787ac0.cpp	Oy
00787c18	EXACT	global_operator_00787c18.cpp	Oy
00788dbe	EXACT	CEngineInternalPrimitiveMeshBase_GetMeshEffect_00788dbe.cpp	Oy
007890c7	RELOC	CActiveFile_OnReadFinished_007890c7.cpp	Oy
007894b7	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_007894b7.cpp	Oy
007894d3	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_007894d3.cpp	Oy
007894ef	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_007894ef.cpp	Oy
007898cc	RELOC	CActiveFile_OnReadFinished_007898cc.cpp	Oy
007898f0	EXACT	global_AddChildPrimitive_007898f0.cpp	Oy
0078aee0	EXACT	CCreatureActionHeroLoadRangedWeapon_IsPreventingNormalMovement_0078aee0.cpp	Oy
0078aef0	EXACT	CCreatureActionHeroLoadRangedWeapon_IsAffectedByHaste_0078aef0.cpp	Oy
0078d9e0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0078d9e0.cpp	Oy
00798bb0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_00798bb0.cpp	Oy
00798d10	EXACT	global_AddChildPrimitive_00798d10.cpp	Oy
00798d20	EXACT	global_AddChildPrimitive_00798d20.cpp	Oy
0079bc20	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0079bc20.cpp	Oy
0079c3e0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0079c3e0.cpp	Oy
0079c450	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0079c450.cpp	Oy
0079db50	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0079db50.cpp	Oy
0079ecb0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_0079ecb0.cpp	Oy
007a3170	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007a3170.cpp	Oy
007a4f70	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007a4f70.cpp	Oy
007a4fe0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007a4fe0.cpp	Oy
007a5ef0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007a5ef0.cpp	Oy
007a6050	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007a6050.cpp	Oy
007a6c10	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007a6c10.cpp	Oy
007a6c80	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007a6c80.cpp	Oy
007ab4d0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007ab4d0.cpp	Oy
007acb30	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007acb30.cpp	Oy
007aed10	EXACT	global_DrawGetEnvironment_007aed10.cpp	Oy
007aed40	EXACT	global_DrawGetEnvironment_007aed40.cpp	Oy
007b23a0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007b23a0.cpp	Oy
007b23c0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007b23c0.cpp	Oy
007b2420	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007b2420.cpp	Oy
007b2440	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007b2440.cpp	Oy
007b2460	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007b2460.cpp	Oy
007b3950	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007b3950.cpp	Oy
007b5620	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_007b5620.cpp	Oy
