address	verdict	file	flag
0049e1d0	RELOC	CWorld_ProcessEvent_0049e1d0.cpp	Oy
0049e9f0	RELOC	CWorld_IsDisplayingMiniMapOnRegionLoad_0049e9f0.cpp	Oy
004a0220	RELOC	CWorld_PrepareForLoad_004a0220.cpp	Oy
004a2d70	RELOC	CWorld_LoadHeroStateInternal_004a2d70.cpp	Oy
004a7f20	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004a7f20.cpp	Oy
004a7f40	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004a7f40.cpp	Oy
004a7f60	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004a7f60.cpp	Oy
004a7fc0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004a7fc0.cpp	Oy
004a8020	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004a8020.cpp	Oy
004a9210	EXACT	CDisplayEngine_IsScreenFullyFadedOut_004a9210.cpp	Oy
004a97f0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004a97f0.cpp	Oy
004a9ef0	RELOC	CThingSearchTools_GetPFirstLeafThingCFilterBind2CThing_004a9ef0.cpp	Oy
004aa690	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_004aa690.cpp	Oy
004aa890	EXACT	CScriptThing_IsDead_004aa890.cpp	Oy
004aa8a0	EXACT	CScriptThing_IsEqualTo_004aa8a0.cpp	Oy
004aa9e0	RELOC	CScriptThing_GetCurrentMapName_004aa9e0.cpp	Oy
004aaa10	RELOC	CScriptThing_GetHomeMapName_004aaa10.cpp	Oy
004aacc0	EXACT	CScriptThing_MsgPerformedAnySpecialAbility_004aacc0.cpp	Oy
004aace0	EXACT	CScriptThing_MsgPerformedAnyAggressiveSpecialAbil_004aace0.cpp	Oy
004aad00	EXACT	CScriptThing_MsgPerformedAnyNonAggressiveSpecialA_004aad00.cpp	Oy
004aada0	EXACT	CScriptThing_MsgOpenedChest_004aada0.cpp	Oy
004aaf80	EXACT	CScriptThing_MsgIsKicked_004aaf80.cpp	Oy
004ab040	EXACT	CScriptThing_SetAsUsable_004ab040.cpp	Oy
004ab060	EXACT	CScriptThing_SetFriendsWithEverythingFlag_004ab060.cpp	Oy
004ab0a0	EXACT	CScriptThing_SetActivationTriggerStatus_004ab0a0.cpp	Oy
004ab0e0	EXACT	CScriptThing_UpdateThingAttachment_004ab0e0.cpp	Oy
004ab0f0	EXACT	CScriptThing_IncrementScriptCounter_004ab0f0.cpp	Oy
004ab100	EXACT	CScriptThing_DecrementScriptCounter_004ab100.cpp	Oy
004abe60	RELOC	CScriptThing_MsgWhoKilledMe_004abe60.cpp	Oy
004ae9a0	RELOC	CTCTrapBase_ManualReset_004ae9a0.cpp	Oy
004ae9d0	EXACT	CNetworkClient_Update_004ae9d0.cpp	Oy
004aea70	RELOC	CNetworkClient_IsFreeToRender_004aea70.cpp	Oy
004aeba0	RELOC	CNetworkClient_GetGameEventPackageSet_004aeba0.cpp	Oy
004af270	EXACT	CGameScriptInterface_DontPopulateNextLoadedRegion_004af270.cpp	Oy
004af280	EXACT	CThingFilterIsUnconscious_operator_004af280.cpp	Oy
004af290	RELOC	CQuestManager_IsBetweenQuestStartAndFinishScreens_004af290.cpp	Oy
004af960	EXACT	CQuestManager_SetObjectiveAsCompleted_004af960.cpp	Oy
004af990	EXACT	CQuestManager_SetObjectiveAsFailed_004af990.cpp	Oy
004b0540	RELOC	CQuestManager_GetActiveExclusiveQuestName_004b0540.cpp	Oy
004b4450	RELOC	CQuestManager_DeactivateAllQuests_004b4450.cpp	Oy
004b6b30	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004b6b30.cpp	Oy
004b7600	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_004b7600.cpp	Oy
004b87d0	EXACT	CGuiControlTreePane_SortTreeRecursively_004b87d0.cpp	Oy
004bbfc0	RELOC	global_SetCurrentThingManager_004bbfc0.cpp	Oy
004bbff0	EXACT	CMap_DrawGetSeaLevel_004bbff0.cpp	Oy
004bc000	EXACT	CTCGraphicAppearance_GetAnims_004bc000.cpp	Oy
004bc180	RELOC	CTCGraphicAppearance_GetFadeDistance_004bc180.cpp	Oy
004bf960	RELOC	CTCGraphicAppearance_ClearAllPrimitivesDueToBeingOutOfRan_004bf960.cpp	Oy
004bf9a0	RELOC	CTCGraphicAppearance_ClearAllPrimitives_004bf9a0.cpp	Oy
004c2340	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004c2340.cpp	Oy
004c32f0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004c32f0.cpp	Oy
004c73d0	EXACT	CVertexBufferWin32_DoSizeof_004c73d0.cpp	Oy
004c7440	EXACT	CTCPhysicsNavigator_EnableNavigator_004c7440.cpp	Oy
004c7460	EXACT	CThingFilterIsUnconscious_operator_004c7460.cpp	Oy
004c74f0	RELOC	global_SetCurrentThingManager_004c74f0.cpp	Oy
004c7580	EXACT	CThing_SetCurrentMapNumber_004c7580.cpp	Oy
004c7590	RELOC	CRenderTarget_DetachTarget_004c7590.cpp	Oy
004c7770	EXACT	CThing_SetAsGameStatePersisted_004c7770.cpp	Oy
004c7930	EXACT	CThing_IsLevelLess_004c7930.cpp	Oy
004c7990	RELOC	CViewBase_GetDisplayEngine_004c7990.cpp	Oy
004c79a0	RELOC	CAnimateThing_GetMeshBank_004c79a0.cpp	Oy
004c79d0	RELOC	CViewBase_GetDisplayEngine_004c79d0.cpp	Oy
004c79e0	RELOC	CViewBase_GetDisplayEngine_004c79e0.cpp	Oy
004c79f0	RELOC	CViewBase_GetDisplayEngine_004c79f0.cpp	Oy
004c7a00	RELOC	CViewBase_GetDisplayEngine_004c7a00.cpp	Oy
004c7a10	RELOC	CThing_GetPlayer_004c7a10.cpp	Oy
004c7a30	RELOC	CThing_GetPlayer_004c7a30.cpp	Oy
004c7a70	RELOC	CViewBase_GetDisplayEngine_004c7a70.cpp	Oy
004c7a80	RELOC	CAnimateThing_GetMeshBank_004c7a80.cpp	Oy
004c7aa0	RELOC	CViewBase_GetDisplayEngine_004c7aa0.cpp	Oy
004c7bd0	EXACT	CThing_IsForceNoSerialise_004c7bd0.cpp	Oy
004c7d90	RELOC	CAnimateThing_GetMeshBank_004c7d90.cpp	Oy
004c7e10	RELOC	CThing_GetTypeName_004c7e10.cpp	Oy
004cd9b0	RELOC	global_GetAnimGroupName_004cd9b0.cpp	Oy
004cf3d0	EXACT	CPhysicalPrimitiveMesh_GetClosestPointToPos2D_004cf3d0.cpp	Oy
004d325d	EXACT	CBuyHouseDef_GetSizeofClass_004d325d.cpp	Oy
004d32a3	EXACT	CWifeDef_GetSizeofClass_004d32a3.cpp	Oy
004d331c	EXACT	CDoorDef_GetSizeofClass_004d331c.cpp	Oy
004d33c2	EXACT	CKickableDef_GetSizeofClass_004d33c2.cpp	Oy
004d33d8	EXACT	CLightDef_GetSizeofClass_004d33d8.cpp	Oy
004d341e	EXACT	CSpotLightDef_GetSizeofClass_004d341e.cpp	Oy
004d3464	EXACT	CHeroDef_GetSizeofClass_004d3464.cpp	Oy
004d35de	EXACT	CPerceivedThingDef_GetSizeofClass_004d35de.cpp	Oy
004d3654	EXACT	CStealthDef_GetSizeofClass_004d3654.cpp	Oy
004d374c	EXACT	CTrophyDef_GetSizeofClass_004d374c.cpp	Oy
004d38c9	EXACT	CExplodingObjectDef_GetSizeofClass_004d38c9.cpp	Oy
004d3938	EXACT	CLookDef_GetSizeofClass_004d3938.cpp	Oy
004d3a3e	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d3a3e.cpp	Oy
004d3ddb	EXACT	CEnemyDef_GetSizeofClass_004d3ddb.cpp	Oy
004d3f99	EXACT	COpinionOfHeroDef_GetSizeofClass_004d3f99.cpp	Oy
004d4078	EXACT	CShopItemDef_GetSizeofClass_004d4078.cpp	Oy
004d4110	EXACT	CStockItemDef_GetSizeofClass_004d4110.cpp	Oy
004d4156	EXACT	CTimeAppearanceFadeDef_GetSizeofClass_004d4156.cpp	Oy
004d41ab	EXACT	CGiftDef_GetSizeofClass_004d41ab.cpp	Oy
004d458a	EXACT	CHighlightItemDef_GetSizeofClass_004d458a.cpp	Oy
004d463c	EXACT	CHeroCentreDef_GetSizeofClass_004d463c.cpp	Oy
004d46f5	EXACT	CBoastingPodiumDef_GetSizeofClass_004d46f5.cpp	Oy
004d486f	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d486f.cpp	Oy
004d489d	EXACT	CShipDef_GetSizeofClass_004d489d.cpp	Oy
004d4b97	EXACT	CExpressionSubDef_GetSizeofClass_004d4b97.cpp	Oy
004d4c54	EXACT	CSummonableCreatureDef_GetSizeofClass_004d4c54.cpp	Oy
004d4e78	EXACT	COccupiableDef_GetSizeofClass_004d4e78.cpp	Oy
004d4fe6	EXACT	CInterestingToVillagersDef_GetSizeofClass_004d4fe6.cpp	Oy
004d500f	EXACT	CGuardDef_GetSizeofClass_004d500f.cpp	Oy
004d506c	EXACT	CActivateQuestDef_GetSizeofClass_004d506c.cpp	Oy
004d50b2	EXACT	CCrateStackDef_GetSizeofClass_004d50b2.cpp	Oy
004d5128	EXACT	COverheadDisplayDef_GetSizeofClass_004d5128.cpp	Oy
004d513e	EXACT	CTavernTableDef_GetSizeofClass_004d513e.cpp	Oy
004d5211	EXACT	CTavernDef_GetSizeofClass_004d5211.cpp	Oy
004d52fa	EXACT	CDrunkennessDef_GetSizeofClass_004d52fa.cpp	Oy
004d538e	EXACT	CFireballSpellLevelDef_GetSizeofClass_004d538e.cpp	Oy
004d53a4	EXACT	CThingDrainLifeShotDef_GetSizeofClass_004d53a4.cpp	Oy
004d584f	EXACT	CGoldDef_GetSizeofClass_004d584f.cpp	Oy
004d597b	EXACT	CCoinGameObstacleDef_GetSizeofClass_004d597b.cpp	Oy
004d5991	EXACT	CTavernGameCoinBaseDef_GetSizeofClass_004d5991.cpp	Oy
004d59da	EXACT	CTavernGameCoinGolfDef_GetSizeofClass_004d59da.cpp	Oy
004d5b15	EXACT	CDecapitationDef_GetSizeofClass_004d5b15.cpp	Oy
004d5c43	EXACT	CWallMountEffectsDef_GetSizeofClass_004d5c43.cpp	Oy
004d5c89	EXACT	CFishDef_GetSizeofClass_004d5c89.cpp	Oy
004d5ccf	EXACT	CTeleporterDef_GetSizeofClass_004d5ccf.cpp	Oy
004d5d95	EXACT	CHeroSpecialMovementDef_GetSizeofClass_004d5d95.cpp	Oy
004d5dbe	EXACT	CResurrectionItemDef_GetSizeofClass_004d5dbe.cpp	Oy
004d5de7	EXACT	CKrakenTentacleDef_GetSizeofClass_004d5de7.cpp	Oy
004d5e10	EXACT	CAICreatureWillPowerIndicatorDef_GetSizeofClass_004d5e10.cpp	Oy
004d5ee4	EXACT	CCarriedReadableDef_GetSizeofClass_004d5ee4.cpp	Oy
004d5fa7	EXACT	CFishingRodDef_GetSizeofClass_004d5fa7.cpp	Oy
004d6177	EXACT	CNymphDef_GetSizeofClass_004d6177.cpp	Oy
004d61a0	EXACT	CSummonDef_GetSizeofClass_004d61a0.cpp	Oy
004d624b	EXACT	CCameraCollisionDef_GetSizeofClass_004d624b.cpp	Oy
004d62d1	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d62d1.cpp	Oy
004d6332	EXACT	CTCVolumeContainmentTrackerDef_GetSizeofClass_004d6332.cpp	Oy
004d649f	EXACT	CWillResponseDef_GetSizeofClass_004d649f.cpp	Oy
004d64f8	EXACT	CBettingDef_GetSizeofClass_004d64f8.cpp	Oy
004d6601	EXACT	COracleMinigameDef_GetSizeofClass_004d6601.cpp	Oy
004d665a	EXACT	CFireheartMinigameDef_GetSizeofClass_004d665a.cpp	Oy
004d6670	EXACT	CLightningOrbDef_GetSizeofClass_004d6670.cpp	Oy
004d66ac	EXACT	CHasNameDef_GetSizeofClass_004d66ac.cpp	Oy
004d6915	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d6915.cpp	Oy
004d6954	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6954.cpp	Oy
004d696c	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d696c.cpp	Oy
004d6984	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6984.cpp	Oy
004d69bc	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d69bc.cpp	Oy
004d69d4	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d69d4.cpp	Oy
004d69ec	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d69ec.cpp	Oy
004d6a18	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6a18.cpp	Oy
004d6a34	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6a34.cpp	Oy
004d6a54	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6a54.cpp	Oy
004d6a70	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6a70.cpp	Oy
004d6a88	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6a88.cpp	Oy
004d6aa0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6aa0.cpp	Oy
004d6ab8	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6ab8.cpp	Oy
004d6ad8	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6ad8.cpp	Oy
004d6af0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6af0.cpp	Oy
004d6b08	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6b08.cpp	Oy
004d6b20	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6b20.cpp	Oy
004d6b38	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6b38.cpp	Oy
004d6b50	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6b50.cpp	Oy
004d6b70	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6b70.cpp	Oy
004d6b90	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6b90.cpp	Oy
004d6ba8	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6ba8.cpp	Oy
004d6bc0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6bc0.cpp	Oy
004d6bd8	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6bd8.cpp	Oy
004d6bf0	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6bf0.cpp	Oy
004d6c08	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6c08.cpp	Oy
004d6c20	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6c20.cpp	Oy
004d6c38	EXACT	DestvalstdallocatorCIVCountedPointerN3DPrimitiveCTriangleListCIVCountedPointerN3_CTriangleList_004d6c38.cpp	Oy
004d7952	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d7952.cpp	Oy
004d79c6	EXACT	CEngineInternalPrimitiveBase_AddChildPrimitive_004d79c6.cpp	Oy
004d7a0b	EXACT	CCarryableDef_GetSizeofClass_004d7a0b.cpp	Oy
004d7a21	EXACT	CVillageMemberDef_GetSizeofClass_004d7a21.cpp	Oy
004d7a46	EXACT	CBedDef_GetSizeofClass_004d7a46.cpp	Oy
004d7a5c	EXACT	CSmokeGeneratorDef_GetSizeofClass_004d7a5c.cpp	Oy
004d7a72	EXACT	CCreatureNavigationDef_GetSizeofClass_004d7a72.cpp	Oy
004d7aad	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_004d7aad.cpp	Oy
004d7ae5	EXACT	CReadableDef_GetSizeofClass_004d7ae5.cpp	Oy
004d7b06	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d7b06.cpp	Oy
004d7b3f	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d7b3f.cpp	Oy
004d7b7f	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d7b7f.cpp	Oy
004d7bc5	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d7bc5.cpp	Oy
004d7c0b	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d7c0b.cpp	Oy
004d7c51	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d7c51.cpp	Oy
004d7c97	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d7c97.cpp	Oy
004d7cdd	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d7cdd.cpp	Oy
004d7d23	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d7d23.cpp	Oy
004d7d62	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d7d62.cpp	Oy
004d7dbc	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_004d7dbc.cpp	Oy
004d7e20	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_004d7e20.cpp	Oy
004d7e90	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_004d7e90.cpp	Oy
004d7eda	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d7eda.cpp	Oy
004d7f20	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d7f20.cpp	Oy
004d7f5f	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d7f5f.cpp	Oy
004d7f91	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d7f91.cpp	Oy
004d8036	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_004d8036.cpp	Oy
004d80c2	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d80c2.cpp	Oy
004d8108	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8108.cpp	Oy
004d8177	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8177.cpp	Oy
004d81ca	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d81ca.cpp	Oy
004d8203	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8203.cpp	Oy
004d8242	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8242.cpp	Oy
004d8281	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8281.cpp	Oy
004d82c0	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d82c0.cpp	Oy
004d82ff	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d82ff.cpp	Oy
004d833e	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d833e.cpp	Oy
004d837e	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d837e.cpp	Oy
004d83bd	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d83bd.cpp	Oy
004d83ef	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d83ef.cpp	Oy
004d8427	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8427.cpp	Oy
004d8466	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8466.cpp	Oy
004d84a6	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d84a6.cpp	Oy
004d84ec	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d84ec.cpp	Oy
004d852b	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d852b.cpp	Oy
004d856b	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d856b.cpp	Oy
004d85aa	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d85aa.cpp	Oy
004d85e3	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d85e3.cpp	Oy
004d861c	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d861c.cpp	Oy
004d8655	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8655.cpp	Oy
004d8695	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8695.cpp	Oy
004d86d4	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d86d4.cpp	Oy
004d8714	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8714.cpp	Oy
004d875a	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d875a.cpp	Oy
004d87bd	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d87bd.cpp	Oy
004d87fc	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d87fc.cpp	Oy
004d883c	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d883c.cpp	Oy
004d8874	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8874.cpp	Oy
004d88d6	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_004d88d6.cpp	Oy
004d8920	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8920.cpp	Oy
004d895f	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d895f.cpp	Oy
004d8998	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8998.cpp	Oy
004d89ca	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d89ca.cpp	Oy
004d8a10	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8a10.cpp	Oy
004d8a48	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8a48.cpp	Oy
004d8a8e	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8a8e.cpp	Oy
004d8ad4	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8ad4.cpp	Oy
004d8b1a	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8b1a.cpp	Oy
004d8b82	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_004d8b82.cpp	Oy
004d8bc5	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8bc5.cpp	Oy
004d8c05	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8c05.cpp	Oy
004d8c6b	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_004d8c6b.cpp	Oy
004d8cb5	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8cb5.cpp	Oy
004d8cf4	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8cf4.cpp	Oy
004d8d34	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8d34.cpp	Oy
004d8d7a	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8d7a.cpp	Oy
004d8dbc	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8dbc.cpp	Oy
004d8df8	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8df8.cpp	Oy
004d8e34	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8e34.cpp	Oy
004d8e70	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8e70.cpp	Oy
004d8ea9	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8ea9.cpp	Oy
004d8ee9	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8ee9.cpp	Oy
004d8f2f	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8f2f.cpp	Oy
004d8f75	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8f75.cpp	Oy
004d8fbb	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d8fbb.cpp	Oy
004d9021	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_004d9021.cpp	Oy
004d906b	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d906b.cpp	Oy
004d90aa	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d90aa.cpp	Oy
004d90ea	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d90ea.cpp	Oy
004d9130	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d9130.cpp	Oy
004d9176	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d9176.cpp	Oy
004d91bc	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d91bc.cpp	Oy
004d9202	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d9202.cpp	Oy
004d9248	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d9248.cpp	Oy
004d928e	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d928e.cpp	Oy
004d92c6	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d92c6.cpp	Oy
004d9305	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d9305.cpp	Oy
004d9345	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d9345.cpp	Oy
004d9384	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d9384.cpp	Oy
004d93c4	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d93c4.cpp	Oy
004d940a	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d940a.cpp	Oy
004d9449	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d9449.cpp	Oy
004d9489	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d9489.cpp	Oy
004d94ec	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d94ec.cpp	Oy
004d952b	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d952b.cpp	Oy
004d9564	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d9564.cpp	Oy
004d95cf	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d95cf.cpp	Oy
004d964d	RELOC	CLandscapeBackgroundPatch_vectordeletingdestructor_004d964d.cpp	Oy
004d96b7	RELOC	CEngineSubPrimitiveText_scalardeletingdestructor_004d96b7.cpp	Oy
