address	category	current	proposed
0066f730	agree	?GetControlDirection@CInputTypeXboxPadButtonEvent@@UBE?AVC2DVector@@ABVCInputEvent@@@Z	?GetControlDirection@CInputTypeXboxPadButtonEvent@@UBE?AVC2DVector@@ABVCInputEvent@@@Z
0066f750	disagree	IsEventOfThisTypeInQueue	?IsEventOfThisTypeInQueue@CInputTypeXboxPadButtonEvent@@UBE_NW4EInputButtonEventType@@JAAM@Z
0066f7d0	agree	?GetControlDirection@CInputTypeXboxPadLeftStickEvent@@UBE?AVC2DVector@@ABVCInputEvent@@@Z	?GetControlDirection@CInputTypeXboxPadLeftStickEvent@@UBE?AVC2DVector@@ABVCInputEvent@@@Z
0066f840	agree	?GetControlDirection@CInputTypeXboxPadRightStickEvent@@UBE?AVC2DVector@@ABVCInputEvent@@@Z	?GetControlDirection@CInputTypeXboxPadRightStickEvent@@UBE?AVC2DVector@@ABVCInputEvent@@@Z
0066f8b0	agree	?GetControlDirection@CInputTypeMouseMovementEvent@@UBE?AVC2DVector@@ABVCInputEvent@@@Z	?GetControlDirection@CInputTypeMouseMovementEvent@@UBE?AVC2DVector@@ABVCInputEvent@@@Z
0066f930	agree	?GetControlDirection@CInputTypeMouseWheelMovementEvent@@UBE?AVC2DVector@@ABVCInputEvent@@@Z	?GetControlDirection@CInputTypeMouseWheelMovementEvent@@UBE?AVC2DVector@@ABVCInputEvent@@@Z
0066f950	agree	?GetControlDirection@CInputTypeMouseWheelMovementUpEvent@@UBE?AVC2DVector@@ABVCInputEvent@@@Z	?GetControlDirection@CInputTypeMouseWheelMovementUpEvent@@UBE?AVC2DVector@@ABVCInputEvent@@@Z
0066f970	agree	?GetControlDirection@CInputTypeMouseWheelMovementDownEvent@@UBE?AVC2DVector@@ABVCInputEvent@@@Z	?GetControlDirection@CInputTypeMouseWheelMovementDownEvent@@UBE?AVC2DVector@@ABVCInputEvent@@@Z
00670d50	disagree	Validate	?Validate@CThingCreatureDef@@UBEXABVCValidateDefinitionInitBase@@ABVCCharString@@@Z
006710d0	agree	?GetSizeofClass@CThingCreatureDef@@UAEKXZ	?GetSizeofClass@CThingCreatureDef@@UAEKXZ
00671150	disagree	thunk_FUN_00671160	?Copy@CThingCreatureDef@@UAEXPBVCDefClassBase@@@Z
00671600	agree	?Transfer@CThingCreatureDef@@UAEXAAVCPersistContext@@@Z	?Transfer@CThingCreatureDef@@UAEXAAVCPersistContext@@@Z
00675e20	agree	?Transfer@CCreatureDef@@UAEXAAVCPersistContext@@@Z	?Transfer@CCreatureDef@@UAEXAAVCPersistContext@@@Z
006768c0	agree	?GetSizeofClass@CCreatureDef@@UAEKXZ	?GetSizeofClass@CCreatureDef@@UAEKXZ
00676a50	disagree	thunk_FUN_00675c00	?Copy@CCreatureDef@@UAEXPBVCDefClassBase@@@Z
00676be0	agree	?Transfer@CThingBaseDef@@UAEXAAVCPersistContext@@@Z	?Transfer@CThingBaseDef@@UAEXAAVCPersistContext@@@Z
00677350	agree	?GetSizeofClass@CThingBaseDef@@UAEKXZ	?GetSizeofClass@CThingBaseDef@@UAEKXZ
00677390	disagree	operator=	?Copy@CThingBaseDef@@UAEXPBVCDefClassBase@@@Z
006773f0	agree	?Transfer@CActionUseDef@@UAEXAAVCPersistContext@@@Z	?Transfer@CActionUseDef@@UAEXAAVCPersistContext@@@Z
006775a0	agree	?GetMatchType@CReactionMatch_SecondaryAxisMRShifted@@UBE?AW4EReactionMatchType@@XZ	?GetMatchType@CReactionMatch_SecondaryAxisMRShifted@@UBE?AW4EReactionMatchType@@XZ
00677610	agree	?GetMatchType@CReactionMatch_SecondaryAxisCentredMRShifted@@UBE?AW4EReactionMatchType@@XZ	?GetMatchType@CReactionMatch_SecondaryAxisCentredMRShifted@@UBE?AW4EReactionMatchType@@XZ
006776b0	agree	?GetMatchType@CReactionMatch_AsymmetricPyramid@@UBE?AW4EReactionMatchType@@XZ	?GetMatchType@CReactionMatch_AsymmetricPyramid@@UBE?AW4EReactionMatchType@@XZ
00677740	agree	?GetMatchType@CReactionMatch_MRPyramid@@UBE?AW4EReactionMatchType@@XZ	?GetMatchType@CReactionMatch_MRPyramid@@UBE?AW4EReactionMatchType@@XZ
00679740	agree	?Transfer@COpinionReactionManagerDef@@UAEXAAVCPersistContext@@@Z	?Transfer@COpinionReactionManagerDef@@UAEXAAVCPersistContext@@@Z
0067c320	agree	?GetMatchType@CReactionMatch_Sphere@@UBE?AW4EReactionMatchType@@XZ	?GetMatchType@CReactionMatch_Sphere@@UBE?AW4EReactionMatchType@@XZ
0067c3b0	agree	?GetSizeofClass@COpinionReactionManagerDef@@UAEKXZ	?GetSizeofClass@COpinionReactionManagerDef@@UAEKXZ
0067c510	agree	?GetSizeofClass@CBlurredAttitudesDef@@UAEKXZ	?GetSizeofClass@CBlurredAttitudesDef@@UAEKXZ
0067c980	disagree	Copy	?Copy@CBlurredAttitudesDef@@UAEXPBVCDefClassBase@@@Z
0067cdb0	agree	?Transfer@CBlurredAttitudesDef@@UAEXAAVCPersistContext@@@Z	?Transfer@CBlurredAttitudesDef@@UAEXAAVCPersistContext@@@Z
0067ce40	disagree	thunk_FUN_0067ce50	?Copy@COpinionReactionManagerDef@@UAEXPBVCDefClassBase@@@Z
0067e290	agree	?Transfer@CDegradableDef@@UAEXAAVCPersistContext@@@Z	?Transfer@CDegradableDef@@UAEXAAVCPersistContext@@@Z
00680050	disagree	Validate	?Validate@CThingObjectDef@@UBEXABVCValidateDefinitionInitBase@@ABVCCharString@@@Z
00687a70	disagree	AddToInterface	?AddToInterface@CInputProcessGameBase@@UAE_NAAVCInputProcessManager@@@Z
00687f80	agree	?ProcessInput@CInputProcessConsole@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z	?ProcessInput@CInputProcessConsole@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00687fd0	disagree	ProcessInput	?ProcessInput@CInputProcessMain@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
006881d0	disagree	Update	?Update@CInputProcessControlCreature@@UAEXAAVCProcessedInput@@@Z
00688260	disagree	ProcessInput	?ProcessInput@CInputProcessControlCreatureActivateZTarget@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
006882f0	disagree	ProcessInput	?ProcessInput@CInputProcessControlCreatureActivateZTargetOnPress@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00688360	disagree	ProcessInput	?ProcessInput@CInputProcessControlCreature@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00688a00	agree	?ProcessInput@CInputProcessDead@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z	?ProcessInput@CInputProcessDead@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00688a20	agree	?Update@CInputProcessTargetLockCycleTargets@@UAEXAAVCProcessedInput@@@Z	?Update@CInputProcessTargetLockCycleTargets@@UAEXAAVCProcessedInput@@@Z
00688a60	agree	?AddToInterface@CInputProcessTargetLockRightStickTargetSelect@@UAE_NAAVCInputProcessManager@@@Z	?AddToInterface@CInputProcessTargetLockRightStickTargetSelect@@UAE_NAAVCInputProcessManager@@@Z
00688a70	agree	?Update@CInputProcessTargetLockRightStickTargetSelect@@UAEXAAVCProcessedInput@@@Z	?Update@CInputProcessTargetLockRightStickTargetSelect@@UAEXAAVCProcessedInput@@@Z
00688a80	disagree	ProcessInput	?ProcessInput@CInputProcessStrafe@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00688c40	disagree	Update	?Update@CInputProcessZTarget@@UAEXAAVCProcessedInput@@@Z
00688c90	agree	?AddToInterface@CInputProcessTargetLockCycleTargets@@UAE_NAAVCInputProcessManager@@@Z	?AddToInterface@CInputProcessTargetLockCycleTargets@@UAE_NAAVCInputProcessManager@@@Z
00688d40	disagree	AddToInterface	?AddToInterface@CInputProcessZTarget@@UAE_NAAVCInputProcessManager@@@Z
00688eb0	disagree	ProcessInput	?ProcessInput@CInputProcessZTarget@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00689050	disagree	ProcessInput	?ProcessInput@CInputProcessTargetLockCycleTargets@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00689130	disagree	ProcessInput	?ProcessInput@CInputProcessTargetLockRightStickTargetSelect@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
006893b0	agree	?Init@CInputProcessInventoryBase@@UAEXXZ	?Init@CInputProcessInventoryBase@@UAEXXZ
006894c0	disagree	ProcessInput	?ProcessInput@CInputProcessInventoryBase@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
006896a0	agree	?GetPInventory@CInputProcessInventory@@MBEPAVCTCInventoryBase@NInventory@@XZ	?GetPInventory@CInputProcessInventory@@MBEPAVCTCInventoryBase@NInventory@@XZ
006896b0	agree	?GetPInventory@CInputProcessInventoryClothing@@MBEPAVCTCInventoryBase@NInventory@@XZ	?GetPInventory@CInputProcessInventoryClothing@@MBEPAVCTCInventoryBase@NInventory@@XZ
006896c0	disagree	ProcessInput	?ProcessInput@CInputProcessInventoryClothing@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00689810	agree	?GetPInventory@CInputProcessInventoryWeapons@@MBEPAVCTCInventoryBase@NInventory@@XZ	?GetPInventory@CInputProcessInventoryWeapons@@MBEPAVCTCInventoryBase@NInventory@@XZ
00689820	disagree	ProcessInput	?ProcessInput@CInputProcessInventoryWeapons@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00689970	agree	?GetPInventory@CInputProcessHeroAbilitiesScreen@@MBEPAVCTCInventoryBase@NInventory@@XZ	?GetPInventory@CInputProcessHeroAbilitiesScreen@@MBEPAVCTCInventoryBase@NInventory@@XZ
00689980	disagree	ProcessInput	?ProcessInput@CInputProcessHeroAbilitiesScreen@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00689ad0	agree	?GetPInventory@CInputProcessInventoryMapScreen@@MBEPAVCTCInventoryBase@NInventory@@XZ	?GetPInventory@CInputProcessInventoryMapScreen@@MBEPAVCTCInventoryBase@NInventory@@XZ
00689ae0	agree	?GetPInventory@CInputProcessInventoryExperienceScreen@@MBEPAVCTCInventoryBase@NInventory@@XZ	?GetPInventory@CInputProcessInventoryExperienceScreen@@MBEPAVCTCInventoryBase@NInventory@@XZ
00689af0	agree	?GetPInventory@CInputProcessInventoryTradeScreen@@MBEPAVCTCInventoryBase@NInventory@@XZ	?GetPInventory@CInputProcessInventoryTradeScreen@@MBEPAVCTCInventoryBase@NInventory@@XZ
00689b00	agree	?GetPInventory@CInputProcessInventoryQuestsScreen@@MBEPAVCTCInventoryBase@NInventory@@XZ	?GetPInventory@CInputProcessInventoryQuestsScreen@@MBEPAVCTCInventoryBase@NInventory@@XZ
00689c10	agree	?GetPInventory@CInputProcessInventoryMagicScreen@@MBEPAVCTCInventoryBase@NInventory@@XZ	?GetPInventory@CInputProcessInventoryMagicScreen@@MBEPAVCTCInventoryBase@NInventory@@XZ
00689c20	disagree	ProcessInput	?ProcessInput@CInputProcessInventoryMagicScreen@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00689c30	agree	?GetPInventory@CInputProcessInventoryStatsScreen@@MBEPAVCTCInventoryBase@NInventory@@XZ	?GetPInventory@CInputProcessInventoryStatsScreen@@MBEPAVCTCInventoryBase@NInventory@@XZ
00689c40	disagree	ProcessInput	?ProcessInput@CInputProcessInventoryStatsScreen@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00689da0	agree	?Init@CInputProcessInventory@@UAEXXZ	?Init@CInputProcessInventory@@UAEXXZ
00689df0	disagree	ProcessInput	?ProcessInput@CInputProcessInventory@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068acf0	agree	?Init@CInputProcessInventoryClothing@@UAEXXZ	?Init@CInputProcessInventoryClothing@@UAEXXZ
0068ad40	agree	?Init@CInputProcessInventoryWeapons@@UAEXXZ	?Init@CInputProcessInventoryWeapons@@UAEXXZ
0068ad90	agree	?Init@CInputProcessHeroAbilitiesScreen@@UAEXXZ	?Init@CInputProcessHeroAbilitiesScreen@@UAEXXZ
0068ade0	agree	?Init@CInputProcessInventoryMapScreen@@UAEXXZ	?Init@CInputProcessInventoryMapScreen@@UAEXXZ
0068ae30	disagree	ProcessInput	?ProcessInput@CInputProcessInventoryMapScreen@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068b290	agree	?Init@CInputProcessInventoryExperienceScreen@@UAEXXZ	?Init@CInputProcessInventoryExperienceScreen@@UAEXXZ
0068b2e0	disagree	ProcessInput	?ProcessInput@CInputProcessInventoryExperienceScreen@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068b770	agree	?Init@CInputProcessInventoryTradeScreen@@UAEXXZ	?Init@CInputProcessInventoryTradeScreen@@UAEXXZ
0068b7c0	disagree	ProcessInput	?ProcessInput@CInputProcessInventoryTradeScreen@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068bc20	agree	?Init@CInputProcessInventoryQuestsScreen@@UAEXXZ	?Init@CInputProcessInventoryQuestsScreen@@UAEXXZ
0068bc70	disagree	ProcessInput	?ProcessInput@CInputProcessInventoryQuestsScreen@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068c630	agree	?Init@CInputProcessInventoryMagicScreen@@UAEXXZ	?Init@CInputProcessInventoryMagicScreen@@UAEXXZ
0068c680	agree	?Init@CInputProcessInventoryStatsScreen@@UAEXXZ	?Init@CInputProcessInventoryStatsScreen@@UAEXXZ
0068c6d0	agree	?ProcessInput@CInputProcessHeroInformationScreens@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z	?ProcessInput@CInputProcessHeroInformationScreens@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068c6e0	disagree	ProcessInput	?ProcessInput@CInputProcessClickPastText@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068c760	disagree	ProcessInput	?ProcessInput@CInputProcessBButtonExitMode@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068c7f0	disagree	ProcessInput	?ProcessInput@CInputProcessToggleViewHeroMode@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068c880	disagree	ProcessInput	?ProcessInput@CInputProcessYesNoQuestion@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068cac0	disagree	ProcessInput	?ProcessInput@CInputProcessFirstPerson@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068cb60	agree	?ProcessInput@CInputProcessFreezeControls@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z	?ProcessInput@CInputProcessFreezeControls@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068cb70	agree	?Init@CInputProcessControlFreeCamera@@UAEXXZ	?Init@CInputProcessControlFreeCamera@@UAEXXZ
0068cb90	agree	?ProcessInput@CInputProcessControlFreeCamera@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z	?ProcessInput@CInputProcessControlFreeCamera@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068d700	disagree	ProcessInput	?ProcessInput@CInputProcessFirstPersonLookAround@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068d790	disagree	ProcessInput	?ProcessInput@CInputProcessCameraLookAround@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068d830	agree	?Init@CInputProcessControlCreatureRightStick@@UAEXXZ	?Init@CInputProcessControlCreatureRightStick@@UAEXXZ
0068d840	agree	?Update@CInputProcessControlCreatureRightStick@@UAEXAAVCProcessedInput@@@Z	?Update@CInputProcessControlCreatureRightStick@@UAEXAAVCProcessedInput@@@Z
0068d890	disagree	ProcessInput	?ProcessInput@CInputProcessControlCreatureRightStick@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068dbb0	agree	?ProcessInput@CInputProcessCycleSpecialCameraModes@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z	?ProcessInput@CInputProcessCycleSpecialCameraModes@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068dd00	disagree	ProcessInput	?ProcessInput@CInputProcessUseEnvironment@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068e2c0	agree	?ProcessInput@CInputProcessBlock@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z	?ProcessInput@CInputProcessBlock@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068e330	disagree	Update	?Update@CInputProcessBlock@@UAEXAAVCProcessedInput@@@Z
0068e450	agree	?Update@CInputProcessQuickAccessItems@@UAEXAAVCProcessedInput@@@Z	?Update@CInputProcessQuickAccessItems@@UAEXAAVCProcessedInput@@@Z
0068e4d0	disagree	Cleanup	?Cleanup@CInputProcessQuickAccessItems@@UAEXXZ
0068e510	disagree	ProcessInput	?ProcessInput@CInputProcessQuickAccessItems@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068ea60	disagree	ProcessInput	?ProcessInput@CInputProcessSetRangedWeaponThirdPersonMode@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068eae0	agree	?AddToInterface@CInputProcessWatchForRangedWeaponThirdPersonModeTermination@@UAE_NAAVCInputProcessManager@@@Z	?AddToInterface@CInputProcessWatchForRangedWeaponThirdPersonModeTermination@@UAE_NAAVCInputProcessManager@@@Z
0068eaf0	agree	?AddToInterface@CInputProcessWatchForWillChargeUpThirdPersonModeTermination@@UAE_NAAVCInputProcessManager@@@Z	?AddToInterface@CInputProcessWatchForWillChargeUpThirdPersonModeTermination@@UAE_NAAVCInputProcessManager@@@Z
0068eb00	agree	?ProcessInput@CInputProcessUseRangedWeaponZLock@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z	?ProcessInput@CInputProcessUseRangedWeaponZLock@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068eb10	agree	?Update@CInputProcessUseRangedWeaponZLock@@UAEXAAVCProcessedInput@@@Z	?Update@CInputProcessUseRangedWeaponZLock@@UAEXAAVCProcessedInput@@@Z
0068f180	disagree	ProcessInput	?ProcessInput@CInputProcessSetRangedWeaponMode@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068f250	disagree	Update	?Update@CInputProcessWatchForRangedWeaponThirdPersonModeTermination@@UAEXAAVCProcessedInput@@@Z
0068f2a0	agree	?Update@CInputProcessWatchForWillChargeUpThirdPersonModeTermination@@UAEXAAVCProcessedInput@@@Z	?Update@CInputProcessWatchForWillChargeUpThirdPersonModeTermination@@UAEXAAVCProcessedInput@@@Z
0068f320	disagree	ProcessInput	?ProcessInput@CInputProcessProjectileTargetingAnalogueZoom@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068f9d0	agree	?ProcessInput@CInputProcessUseRangedWeapon@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z	?ProcessInput@CInputProcessUseRangedWeapon@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068fb90	disagree	ProcessInput	?ProcessInput@CInputProcessCombat@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068fed0	agree	?ProcessInput@CInputProcessLightning@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z	?ProcessInput@CInputProcessLightning@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
0068fee0	disagree	Update	?Update@CInputProcessLightning@@UAEXAAVCProcessedInput@@@Z
0068ff50	agree	?Update@CInputProcessSpecialAbilities@@UAEXAAVCProcessedInput@@@Z	?Update@CInputProcessSpecialAbilities@@UAEXAAVCProcessedInput@@@Z
00690030	disagree	ProcessInput	?ProcessInput@CInputProcessSpecialAbilities@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00690360	disagree	ProcessInput	?ProcessInput@CInputProcessRebootGame@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00690390	agree	?ProcessInput@CInputProcessFirstPersonTargeting@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z	?ProcessInput@CInputProcessFirstPersonTargeting@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00690480	disagree	ProcessInput	?ProcessInput@CInputProcessInGameMenu@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
006907d0	agree	?Init@CInputProcessInGameMenu@@UAEXXZ	?Init@CInputProcessInGameMenu@@UAEXXZ
00690820	agree	?Init@CInputProcessTavernGame@@UAEXXZ	?Init@CInputProcessTavernGame@@UAEXXZ
00690830	agree	?ProcessInput@CInputProcessTavernGame@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z	?ProcessInput@CInputProcessTavernGame@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
006909a0	disagree	ProcessInput	?ProcessInput@CInputProcessCutScene@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00690ac0	agree	?ProcessWhilePaused@CInputProcessCutScene@@UBE_NXZ	?ProcessWhilePaused@CInputProcessCutScene@@UBE_NXZ
00690b20	disagree	ProcessInput	?ProcessInput@CInputProcessFishing@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00690c70	disagree	ProcessInput	?ProcessInput@CInputProcessDigging@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00690d20	agree	?Init@CInputProcessParalysed@@UAEXXZ	?Init@CInputProcessParalysed@@UAEXXZ
00690d30	agree	?ProcessInput@CInputProcessParalysed@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z	?ProcessInput@CInputProcessParalysed@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00690df0	agree	?IsAbleToBeAttacked@CCombatAction_GenericBreakOffDrain@@UBE_NXZ	?IsAbleToBeAttacked@CCombatAction_GenericBreakOffDrain@@UBE_NXZ
00690e30	agree	?Clone@CCombatAction_GenericBreakOffDrain@@UBEPAVCCreatureActionBase@@XZ	?Clone@CCombatAction_GenericBreakOffDrain@@UBEPAVCCreatureActionBase@@XZ
00690e60	agree	?Init@CInputProcessBoastUI@@UAEXXZ	?Init@CInputProcessBoastUI@@UAEXXZ
00690e70	disagree	ProcessInput	?ProcessInput@CInputProcessBoastUI@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00690fc0	agree	?Init@CInputProcessQuickAccessMenu@@UAEXXZ	?Init@CInputProcessQuickAccessMenu@@UAEXXZ
00690fd0	agree	?ProcessInput@CInputProcessQuickAccessMenu@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z	?ProcessInput@CInputProcessQuickAccessMenu@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00691130	disagree	ProcessInput	?ProcessInput@CInputProcessQuestCompletionUI@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00691460	agree	?Init@CInputProcessCreditsUI@@UAEXXZ	?Init@CInputProcessCreditsUI@@UAEXXZ
00691470	agree	?ProcessInput@CInputProcessCreditsUI@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z	?ProcessInput@CInputProcessCreditsUI@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00691550	agree	?Init@CInputProcessBetting@@UAEXXZ	?Init@CInputProcessBetting@@UAEXXZ
00691560	agree	?ProcessInput@CInputProcessBetting@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z	?ProcessInput@CInputProcessBetting@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00691680	disagree	ProcessInput	?ProcessInput@CInputProcessOracleMinigame@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00691870	disagree	ProcessInput	?ProcessInput@CInputProcessFireheartMinigame@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00691c20	disagree	Close	?Init@CInputProcessCreatureMovementWatchForControlAngleChange@@UAEXXZ
00691c50	disagree	ProcessInput	?ProcessInput@CInputProcessCreatureMovementWatchForControlAngleChange@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
00691d20	disagree	Init	?Init@CInputProcessCreatureMovement@@UAEXXZ
00691d70	disagree	ProcessInput	?ProcessInput@CInputProcessCreatureMovement@@UAEXABVCInputEvent@@AAVCProcessedInput@@@Z
006923a0	agree	?GetActionStartRunningTimeSeconds@CCreatureActionBase@@MBEMXZ	?GetActionStartRunningTimeSeconds@CCreatureActionBase@@MBEMXZ
00692460	agree	?GetAnimDelayTime@CCreatureActionBase@@UBEJXZ	?GetAnimDelayTime@CCreatureActionBase@@UBEJXZ
00692480	disagree	UpdateActionRunningTime	?UpdateActionRunningTime@CCreatureActionBase@@UAEXXZ
006924c0	disagree	AddChildPrimitive	?GetAnimationTransitionOutTime@CCreatureActionBase@@UBEJXZ
006924d0	agree	?GetAnimExtraFlags@CCreatureActionBase@@UBEKXZ	?GetAnimExtraFlags@CCreatureActionBase@@UBEKXZ
006924e0	agree	?IsStrikeEvent@CCreatureActionBase@@UBE_NJ@Z	?IsStrikeEvent@CCreatureActionBase@@UBE_NJ@Z
006924f0	agree	?IsStrikeEventActive@CCreatureActionBase@@UBE_NXZ	?IsStrikeEventActive@CCreatureActionBase@@UBE_NXZ
00692500	agree	?IsStrikeAction@CCreatureActionBase@@UBE_NXZ	?IsStrikeAction@CCreatureActionBase@@UBE_NXZ
00692510	agree	?IsStrikeEventFinishedBeingActive@CCreatureActionBase@@UBE_NXZ	?IsStrikeEventFinishedBeingActive@CCreatureActionBase@@UBE_NXZ
00692520	agree	?IsKnockdownStrike@CCreatureActionBase@@UBE_NXZ	?IsKnockdownStrike@CCreatureActionBase@@UBE_NXZ
00692530	agree	?IsVitalStrike@CCreatureActionBase@@UBE_NXZ	?IsVitalStrike@CCreatureActionBase@@UBE_NXZ
00692540	agree	?IsOverrideableByActionOfSamePriority@CCreatureActionBase@@UBE_NXZ	?IsOverrideableByActionOfSamePriority@CCreatureActionBase@@UBE_NXZ
00692550	agree	?OnFrameUpdate@CCreatureActionBase@@UAEXM@Z	?OnFrameUpdate@CCreatureActionBase@@UAEXM@Z
00692560	agree	?IsQueuable@CCreatureActionBase@@UBE_NXZ	?IsQueuable@CCreatureActionBase@@UBE_NXZ
00692570	agree	?IsActionReadyForInterruption@CCreatureActionBase@@UBE_NXZ	?IsActionReadyForInterruption@CCreatureActionBase@@UBE_NXZ
00692580	agree	?IsBlockable@CCreatureActionBase@@UBE_NXZ	?IsBlockable@CCreatureActionBase@@UBE_NXZ
00692590	agree	?GetWeaponTrailUsedInStrikeAction@CCreatureActionBase@@UBEPAVCTCWeaponTrail@@AAJ@Z	?GetWeaponTrailUsedInStrikeAction@CCreatureActionBase@@UBEPAVCTCWeaponTrail@@AAJ@Z
00692630	agree	?IsToEvadeAllHits@CCreatureActionBase@@UBE_NXZ	?IsToEvadeAllHits@CCreatureActionBase@@UBE_NXZ
00692640	agree	?IsToCauseRecoil@CCreatureActionBase@@UBE_NXZ	?IsToCauseRecoil@CCreatureActionBase@@UBE_NXZ
00692650	agree	?IsAbleToBeAttacked@CCreatureActionBase@@UBE_NXZ	?IsAbleToBeAttacked@CCreatureActionBase@@UBE_NXZ
00692660	agree	?IsPlayHitResponse@CCreatureActionBase@@UBE_NXZ	?IsPlayHitResponse@CCreatureActionBase@@UBE_NXZ
00692670	agree	?IsPreventingLookTurning@CCreatureActionBase@@UBE_NXZ	?IsPreventingLookTurning@CCreatureActionBase@@UBE_NXZ
