180	008997e0	?GetHeroExperienceAvailableToSpend@CGameScriptInterface@@UBEJXZ
181	00899850	?GetHeroFatness@CGameScriptInterface@@UBEMXZ
182	008998c0	?GetHeroScariness@CGameScriptInterface@@UBEMXZ
183	00899930	?GetHeroAttractiveness@CGameScriptInterface@@UBEMXZ
184	008999a0	?GetHeroWillEnergyLevel@CGameScriptInterface@@UBEMXZ
185	00899a10	?SetHeroWillEnergyLevel@CGameScriptInterface@@UBEXM@Z
186	00899a90	?SetHeroWillEnergyAsAbleToRefill@CGameScriptInterface@@UBEX_N@Z
187	00897190	?GetNumberOfItemsOfTypeInInventory@CGameScriptInterface@@UBEJABVCCharString@@@Z
188	00897220	?IsObjectInThingsPossession@CGameScriptInterface@@UBE_NABVCCharString@@ABVCScriptThing@@@Z
189	00898e60	?IsHeroHandLampLit@CGameScriptInterface@@UBE_NXZ
190	00898ec0	?SetHeroHandLampAsLit@CGameScriptInterface@@UBEX_N@Z
191	0089b2b0	?IsWearingClothingItem@CGameScriptInterface@@UBE_NABVCScriptThing@@ABVCCharString@@@Z
192	0089b330	?IsHeroNaked@CGameScriptInterface@@UBE_NXZ
193	0089b390	?RemoveHeroClothing@CGameScriptInterface@@UBEXXZ
194	0089b3f0	?SetHeroAsWearing@CGameScriptInterface@@UBEXABVCCharString@@@Z
195	0089b450	?ChangeHeroHairstyle@CGameScriptInterface@@UBEXABVCCharString@@@Z
196	0089b4d0	?RemoveHeroHairstyle@CGameScriptInterface@@UBEXXZ
197	0089b530	?IsWearingHairstyle@CGameScriptInterface@@UBE_NAAVCScriptThing@@ABVCCharString@@@Z
198	008973a0	?IsPlayerCarryingItemOfType@CGameScriptInterface@@UBE_NABVCCharString@@@Z
199	00897480	?IsPlayerWieldingWeapon@CGameScriptInterface@@UBE_NXZ
200	008974f0	?IsEntityWieldingWeapon@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
201	00890220	?IsEntityWieldingMeleeWeapon@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
202	00890250	?IsEntityWieldingRangedWeapon@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
203	00897560	?GetPreviouslyWieldedMeleeWeaponName@CGameScriptInterface@@UBE_NAAVCCharString@@@Z
204	00897630	?GetPreviouslyWieldedRangedWeaponName@CGameScriptInterface@@UBE_NAAVCCharString@@@Z
205	00890280	?IsEntityAbleToAttack@CGameScriptInterface@@UBE_NABVCScriptThing@@@Z
206	008976f0	?EntityGetThingInPrimarySlot@CGameScriptInterface@@UBE?AVCScriptThing@@ABV2@@Z
