#target_addr	target_old	donor_name	similarity	significance	applied
b230e0	?DestroyWaterGenerator@CEngineWaterRenderer@@QAEXXZ	?DestroyWaterGenerator@CEngineWaterRenderer@@QAEXXZ	0.5617684194179265	10.8147767080027	true
b21160	?Update@CSplineRandomOffsetData@CPSCSplineBase@NParticleEngine@@QAEXXZ	?Update@CSplineRandomOffsetData@CPSCSplineBase@NParticleEngine@@QAEXXZ	0.5075696137607966	12.134658386138241	true
b31700	?Clear@CAnimInit@@QAEXXZ	?Clear@CAnimInit@@QAEXXZ	0.5401843743138611	13.295162138518982	true
b49810	?CalcShortestDistanceToPointSquared@C3DBoundingBox@@QBEMABVC3DVector@@@Z	?CalcShortestDistanceToPointSquared@C3DBoundingBox@@QBEMABVC3DVector@@@Z	0.5514820058452659	44.260807310751865	true
b81e20	?ClearGroups@CParticleProgram@@QAEXXZ	?ClearGroups@CParticleProgram@@QAEXXZ	0.5302013164342952	10.486244388530459	true
b835d0	?RemovePredicate@CScriptBase@@QAEXXZ	?RemovePredicate@CScriptBase@@QAEXXZ	0.5255513831380975	18.07658472896846	true
b836e0	?FrameUpdate@CNavigatorQueueManager@@QAEXXZ	?FrameUpdate@CNavigatorQueueManager@@QAEXXZ	0.5365206832905449	16.04511186219126	true
b8d6c0	?AllocateOccluderHandleWithRetrivalID@CEngineOcclusionManager@@QAEKK@Z	?AllocateOccluderHandleWithRetrivalID@CEngineOcclusionManager@@QAEKK@Z	0.6304902421674756	55.27576750771371	true
b9c500	?CalcShortestDistanceToPointSquared@C3DBoundingBox@@QBEMABVC3DVector@@@Z	?CalcShortestDistanceToPointSquared@C3DBoundingBox@@QBEMABVC3DVector@@@Z	0.5446035114538913	44.11222302492002	true
c088d0	??1CInputManagerDX@@UAE@XZ	??1CInputManagerDX@@UAE@XZ	0.5658320764834599	15.018203894443772	true
c091f0	??1CPixelShader@@UAE@XZ	??1CPixelShader@@UAE@XZ	0.5846044463416004	12.214397408548393	true
c0a6d0	??0CCombatAbilityStrafeDef@@QAE@XZ	??0CCombatAbilityStrafeDef@@QAE@XZ	0.5334397377077037	5.449687851064602	true
c0dbb0	?BeginLoading@CAnimationSet@@ABEXABVCAnimationEntry@@@Z	?BeginLoading@CAnimationSet@@ABEXABVCAnimationEntry@@@Z	0.522267321747166	8.18949466998385	true
c0e980	?OnPredicateFail@CHTE_Executioner@CQ_HangingTreeEvilScript@NScript@@EAEXXZ	?OnPredicateFail@CHTE_Executioner@CQ_HangingTreeEvilScript@NScript@@EAEXXZ	0.5041197536310277	10.948915324244467	true
c10a90	?OnDie@CSimplePointBase@NCameraModes@@UAEXXZ	?OnDie@CSimplePointBase@NCameraModes@@UAEXXZ	0.6281195546770723	6.735882933030531	true
c10d40	??0?$reverse_iterator@V?$_List_const_iterator@V?$_List_val@V?$CIntelligentPointer@VCThing@@@@V?$allocator@V?$CIntelligentPointer@VCThing@@@@@std@@@std@@@std@@@std@@QAE@V?$_List_const_iterator@V?$_List_val@V?$CIntelligentPointer@VCThing@@@@V?$allocator@V?$CIntelligentPointer@VCThing@@@@@std@@@std@@@1@@Z	??0?$reverse_iterator@V?$_List_const_iterator@V?$_List_val@V?$CIntelligentPointer@VCThing@@@@V?$allocator@V?$CIntelligentPointer@VCThing@@@@@std@@@std@@@std@@@std@@QAE@V?$_List_const_iterator@V?$_List_val@V?$CIntelligentPointer@VCThing@@@@V?$allocator@V?$CIntelligentPointer@VCThing@@@@@std@@@std@@@1@@Z	0.6334875583330164	11.15494120406698	true
c10fe0	??$swap@VCPersistInfo@CRuntimeScriptedEntityPersist@NScript@@@std@@YIXAAVCPersistInfo@CRuntimeScriptedEntityPersist@NScript@@0@Z	??$swap@VCPersistInfo@CRuntimeScriptedEntityPersist@NScript@@@std@@YIXAAVCPersistInfo@CRuntimeScriptedEntityPersist@NScript@@0@Z	0.5203435751934382	10.984429629990483	true
c111c0	?OnCreate@CTCActionUseBuyHouse@@UAEXXZ	?OnCreate@CTCActionUseBuyHouse@@UAEXXZ	0.5483721802104947	4.133932999231613	true
c11180	?OnCreate@CTCActionUseBuyHouse@@UAEXXZ	?OnCreate@CTCActionUseBuyHouse@@UAEXXZ	0.5483721802104947	4.133932999231613	true
c13470	??1C3DMesh2@@UAE@XZ	??1C3DMesh2@@UAE@XZ	0.5261211618401644	22.473693834377944	true
c14970	?HasContainmentVolume@CPhysicsMeshObject@@QBE_NABVCCharString@@@Z	?HasContainmentVolume@CPhysicsMeshObject@@QBE_NABVCCharString@@@Z	0.5623747804955556	9.915177650554975	true
c14d00	?OnPredicateFail@CHTE_Executioner@CQ_HangingTreeEvilScript@NScript@@EAEXXZ	?OnPredicateFail@CHTE_Executioner@CQ_HangingTreeEvilScript@NScript@@EAEXXZ	0.5309819710568044	10.558635569908006	true
c14ca0	?OnPredicateFail@CHTE_Executioner@CQ_HangingTreeEvilScript@NScript@@EAEXXZ	?OnPredicateFail@CHTE_Executioner@CQ_HangingTreeEvilScript@NScript@@EAEXXZ	0.5041197536310277	10.948915324244467	true
c15b90	??$insert@V?$_Deque_const_iterator@PAVCComponent@NUISystem@@V?$allocator@PAVCComponent@NUISystem@@@std@@@std@@@?$deque@PAVCComponent@NUISystem@@V?$allocator@PAVCComponent@NUISystem@@@std@@@std@@QAEXV?$_Deque_const_iterator@PAVCComponent@NUISystem@@V?$allocator@PAVCComponent@NUISystem@@@std@@@1@00@Z	??$insert@V?$_Deque_const_iterator@PAVCComponent@NUISystem@@V?$allocator@PAVCComponent@NUISystem@@@std@@@std@@@?$deque@PAVCComponent@NUISystem@@V?$allocator@PAVCComponent@NUISystem@@@std@@@std@@QAEXV?$_Deque_const_iterator@PAVCComponent@NUISystem@@V?$allocator@PAVCComponent@NUISystem@@@std@@@1@00@Z	0.5032540538507595	8.100911525456338	true
c15c00	?TransferIn@?$CPersistContext_TransferableComponent@C@@EAEXAAVCPersistContext@@AAVCStringParser@@@Z	?TransferIn@?$CPersistContext_TransferableComponent@C@@EAEXAAVCPersistContext@@AAVCStringParser@@@Z	0.5286977690224823	7.64718722103999	true
c1b460	?GetNextCirclePoint@CAIStateGroup_HoverHornetQueen@@IAEJXZ	?GetNextCirclePoint@CAIStateGroup_HoverHornetQueen@@IAEJXZ	0.5368624777724412	12.361919386242842	true
c1ba00	?GetU1@?$CGenericVertex@VCTVertexLandscapeBackgroundBase@@@@QBEMXZ	?GetU1@?$CGenericVertex@VCTVertexLandscapeBackgroundBase@@@@QBEMXZ	0.6518107735241834	8.205412532311243	true
c1b9e0	?GetFloatTLX@CGraphicFrameData@@QBEMXZ	?GetFloatTLX@CGraphicFrameData@@QBEMXZ	0.5509344152249215	10.118988040472532	true
c1bb40	?InitialiseFromFileData@C3DAnimationSequence@@QAE_NABVC3DAnimFileSequenceChunk@@PAVC3DAnimationSequenceData@@AAVCSimpleMemoryPool@@@Z	?InitialiseFromFileData@C3DAnimationSequence@@QAE_NABVC3DAnimFileSequenceChunk@@PAVC3DAnimationSequenceData@@AAVCSimpleMemoryPool@@@Z	0.518447323787417	5.802170754406138	true
c1bb80	??$_Insert@V?$_Tree_const_iterator@V?$_Tree_val@V?$_Tset_traits@VCCharString@@U?$less@VCCharString@@@std@@V?$allocator@VCCharString@@@3@$0A@@std@@@std@@@std@@@?$vector@VCCharString@@V?$allocator@VCCharString@@@std@@@std@@QAEXV?$_Vector_const_iterator@V?$_Vector_val@VCCharString@@V?$allocator@VCCharString@@@std@@@std@@@1@V?$_Tree_const_iterator@V?$_Tree_val@V?$_Tset_traits@VCCharString@@U?$less@VCCharString@@@std@@V?$allocator@VCCharString@@@3@$0A@@std@@@std@@@1@1Uforward_iterator_tag@1@@Z	??$_Insert@V?$_Tree_const_iterator@V?$_Tree_val@V?$_Tset_traits@VCCharString@@U?$less@VCCharString@@@std@@V?$allocator@VCCharString@@@3@$0A@@std@@@std@@@std@@@?$vector@VCCharString@@V?$allocator@VCCharString@@@std@@@std@@QAEXV?$_Vector_const_iterator@V?$_Vector_val@VCCharString@@V?$allocator@VCCharString@@@std@@@std@@@1@V?$_Tree_const_iterator@V?$_Tree_val@V?$_Tset_traits@VCCharString@@U?$less@VCCharString@@@std@@V?$allocator@VCCharString@@@3@$0A@@std@@@std@@@1@1Uforward_iterator_tag@1@@Z	0.5188869146256339	8.058268974165756	true
c1bba0	??$_Insert@V?$_Tree_const_iterator@V?$_Tree_val@V?$_Tset_traits@VCCharString@@U?$less@VCCharString@@@std@@V?$allocator@VCCharString@@@3@$0A@@std@@@std@@@std@@@?$vector@VCCharString@@V?$allocator@VCCharString@@@std@@@std@@QAEXV?$_Vector_const_iterator@V?$_Vector_val@VCCharString@@V?$allocator@VCCharString@@@std@@@std@@@1@V?$_Tree_const_iterator@V?$_Tree_val@V?$_Tset_traits@VCCharString@@U?$less@VCCharString@@@std@@V?$allocator@VCCharString@@@3@$0A@@std@@@std@@@1@1Uforward_iterator_tag@1@@Z	??$_Insert@V?$_Tree_const_iterator@V?$_Tree_val@V?$_Tset_traits@VCCharString@@U?$less@VCCharString@@@std@@V?$allocator@VCCharString@@@3@$0A@@std@@@std@@@std@@@?$vector@VCCharString@@V?$allocator@VCCharString@@@std@@@std@@QAEXV?$_Vector_const_iterator@V?$_Vector_val@VCCharString@@V?$allocator@VCCharString@@@std@@@std@@@1@V?$_Tree_const_iterator@V?$_Tree_val@V?$_Tset_traits@VCCharString@@U?$less@VCCharString@@@std@@V?$allocator@VCCharString@@@3@$0A@@std@@@std@@@1@1Uforward_iterator_tag@1@@Z	0.5188869146256339	8.058268974165756	true
c1bb00	?GetFloatTLX@CGraphicFrameData@@QBEMXZ	?GetFloatTLX@CGraphicFrameData@@QBEMXZ	0.5509344152249215	10.118988040472532	true
c1bc10	?SetupIdentityFlag@C3DAnimationSequenceData@@AAEXXZ	?SetupIdentityFlag@C3DAnimationSequenceData@@AAEXXZ	0.6268943511981647	13.726075442033741	true
c1bc30	?SetupIdentityFlag@C3DAnimationSequenceData@@AAEXXZ	?SetupIdentityFlag@C3DAnimationSequenceData@@AAEXXZ	0.6268943511981647	13.726075442033741	true
c1bc70	?InitialiseFromFileData@C3DAnimationSequence@@QAE_NABVC3DAnimFileSequenceChunk@@PAVC3DAnimationSequenceData@@AAVCSimpleMemoryPool@@@Z	?InitialiseFromFileData@C3DAnimationSequence@@QAE_NABVC3DAnimFileSequenceChunk@@PAVC3DAnimationSequenceData@@AAVCSimpleMemoryPool@@@Z	0.518447323787417	5.802170754406138	true
c1bc50	?SetupIdentityFlag@C3DAnimationSequenceData@@AAEXXZ	?SetupIdentityFlag@C3DAnimationSequenceData@@AAEXXZ	0.6268943511981647	13.726075442033741	true
c1d850	?IsPosNavLineOfSightTo@CTCCreatureNavigation@@QBE_NABVC3DVector@@@Z	?IsPosNavLineOfSightTo@CTCCreatureNavigation@@QBE_NABVC3DVector@@@Z	0.5502868018056042	9.003120310222181	true
c1d1c0	?SetInversePositionMatrixFromPositionMatrix@C3DMeshObject@@IBEXXZ	?SetInversePositionMatrixFromPositionMatrix@C3DMeshObject@@IBEXXZ	0.5315833729722038	34.8975866530629	true
c20460	?SetAsPumpCombatActions@CBrainOutput@@QAEXXZ	?SetAsPumpCombatActions@CBrainOutput@@QAEXXZ	0.5510521996966425	6.977906289093131	true
c20440	??$bind2nd@U?$greater@J@std@@J@std@@YI?AV?$binder2nd@U?$greater@J@std@@@0@ABU?$greater@J@0@ABJ@Z	??$bind2nd@U?$greater@J@std@@J@std@@YI?AV?$binder2nd@U?$greater@J@std@@@0@ABU?$greater@J@0@ABJ@Z	0.5854361393675908	6.390554255501163	true
c20420	?SetAsPumpCombatActions@CBrainOutput@@QAEXXZ	?SetAsPumpCombatActions@CBrainOutput@@QAEXXZ	0.5510521996966425	6.977906289093131	true
c203c0	?TransferOut@?$CPersistTraits@J@@QAEXAAVCPersistContext@@AAVCCharString@@ABJ@Z	?TransferOut@?$CPersistTraits@J@@QAEXAAVCPersistContext@@AAVCCharString@@ABJ@Z	0.5890102325796573	6.299943855121844	true
c20400	?TransferOut@?$CPersistTraits@J@@QAEXAAVCPersistContext@@AAVCCharString@@ABJ@Z	?TransferOut@?$CPersistTraits@J@@QAEXAAVCPersistContext@@AAVCCharString@@ABJ@Z	0.5890102325796573	6.299943855121844	true
c20480	?SetAsPumpCombatActions@CBrainOutput@@QAEXXZ	?SetAsPumpCombatActions@CBrainOutput@@QAEXXZ	0.5510521996966425	6.977906289093131	true
c204a0	?SetAsPumpCombatActions@CBrainOutput@@QAEXXZ	?SetAsPumpCombatActions@CBrainOutput@@QAEXXZ	0.5510521996966425	6.977906289093131	true
c203e0	?SetAsPumpCombatActions@CBrainOutput@@QAEXXZ	?SetAsPumpCombatActions@CBrainOutput@@QAEXXZ	0.5510521996966425	6.977906289093131	true
c20810	?OnActivate@CActionSummonerLightningAttackTarget@NTCScriptedControl@@UAEXXZ	?OnActivate@CActionSummonerLightningAttackTarget@NTCScriptedControl@@UAEXXZ	0.5449594485081058	10.202896965496748	true
c204c0	??$bind2nd@U?$greater@J@std@@J@std@@YI?AV?$binder2nd@U?$greater@J@std@@@0@ABU?$greater@J@0@ABJ@Z	??$bind2nd@U?$greater@J@std@@J@std@@YI?AV?$binder2nd@U?$greater@J@std@@@0@ABU?$greater@J@0@ABJ@Z	0.5854361393675908	6.390554255501163	true
c20560	??$bind2nd@U?$greater@J@std@@J@std@@YI?AV?$binder2nd@U?$greater@J@std@@@0@ABU?$greater@J@0@ABJ@Z	??$bind2nd@U?$greater@J@std@@J@std@@YI?AV?$binder2nd@U?$greater@J@std@@@0@ABU?$greater@J@0@ABJ@Z	0.5854361393675908	6.390554255501163	true
c21750	?compare@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEHPBD@Z	?compare@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEHPBD@Z	0.5871817298065166	7.510379386265361	true
c23c00	?GetNextCirclePoint@CAIStateGroup_HoverHornetQueen@@IAEJXZ	?GetNextCirclePoint@CAIStateGroup_HoverHornetQueen@@IAEJXZ	0.5368624777724412	12.361919386242842	true
c23ba0	?SetAsLRU@CResource@@QAEXXZ	?SetAsLRU@CResource@@QAEXXZ	0.5997001892575519	13.58574727782436	true
c242a0	?GetNextCirclePoint@CAIStateGroup_HoverHornetQueen@@IAEJXZ	?GetNextCirclePoint@CAIStateGroup_HoverHornetQueen@@IAEJXZ	0.5368624777724412	12.361919386242842	true
c23fe0	?SetAsLRU@CResource@@QAEXXZ	?SetAsLRU@CResource@@QAEXXZ	0.5997001892575519	13.58574727782436	true
c23df0	?GetNextCirclePoint@CAIStateGroup_HoverHornetQueen@@IAEJXZ	?GetNextCirclePoint@CAIStateGroup_HoverHornetQueen@@IAEJXZ	0.5368624777724412	12.361919386242842	true
c24240	?SetAsLRU@CResource@@QAEXXZ	?SetAsLRU@CResource@@QAEXXZ	0.5997001892575519	13.58574727782436	true
c24040	?GetNextCirclePoint@CAIStateGroup_HoverHornetQueen@@IAEJXZ	?GetNextCirclePoint@CAIStateGroup_HoverHornetQueen@@IAEJXZ	0.5368624777724412	12.361919386242842	true
c256a0	?GetDeterminant@CQuadric@QuadricOptimiserInternals@@QBENXZ	?GetDeterminant@CQuadric@QuadricOptimiserInternals@@QBENXZ	0.5229291554924634	11.26034226997622	true
c27b90	?GetU1@?$CGenericVertex@VCTVertexLandscapeBackgroundBase@@@@QBEMXZ	?GetU1@?$CGenericVertex@VCTVertexLandscapeBackgroundBase@@@@QBEMXZ	0.511730722617965	7.294796133339734	true
c27ba0	??$_Umove@PAW4EWeaponClass@@@?$vector@W4EWeaponClass@@V?$allocator@W4EWeaponClass@@@std@@@std@@IAEPAW4EWeaponClass@@PAW42@00@Z	??$_Umove@PAW4EWeaponClass@@@?$vector@W4EWeaponClass@@V?$allocator@W4EWeaponClass@@@std@@@std@@IAEPAW4EWeaponClass@@PAW42@00@Z	0.5594977649075876	4.957286079592709	true
c2a230	??0CActionParam@NUISystem@@QAE@W4EActionParamType@1@@Z	??0CActionParam@NUISystem@@QAE@W4EActionParamType@1@@Z	0.512853462868138	6.458248641362488	true
c2bd90	??0CTCDiceGame@@QAE@AAVCThing@@@Z	??0CTCDiceGame@@QAE@AAVCThing@@@Z	0.5021316758027761	6.380936805059995	true
c2c970	?OnPredicateFail@CHTE_Executioner@CQ_HangingTreeEvilScript@NScript@@EAEXXZ	?OnPredicateFail@CHTE_Executioner@CQ_HangingTreeEvilScript@NScript@@EAEXXZ	0.5041197536310277	10.948915324244467	true
c2c9d0	?OnPredicateFail@CHTE_Executioner@CQ_HangingTreeEvilScript@NScript@@EAEXXZ	?OnPredicateFail@CHTE_Executioner@CQ_HangingTreeEvilScript@NScript@@EAEXXZ	0.5309819710568044	10.558635569908006	true
c2cad0	?GetMeshesUsed@CTCGraphicAppearanceAnimatedMesh@NGraphicAppearance@@UBEXAAV?$vector@VCMeshInfo@NGraphicAppearance@@V?$allocator@VCMeshInfo@NGraphicAppearance@@@std@@@std@@@Z	?GetMeshesUsed@CTCGraphicAppearanceAnimatedMesh@NGraphicAppearance@@UBEXAAV?$vector@VCMeshInfo@NGraphicAppearance@@V?$allocator@VCMeshInfo@NGraphicAppearance@@@std@@@std@@@Z	0.5054638440999967	7.479205092774511	true
c2d260	?Redo@CEditTransactionSetEngineTheme@@UAEXPAVC2DBoxI@@@Z	?Redo@CEditTransactionSetEngineTheme@@UAEXPAVC2DBoxI@@@Z	0.5517282296233865	8.197917076542966	true
c2d3b0	?ConvertArtResourcePathToFullPath@CEngineResourceManager@@SI?AVCWideString@@ABV2@@Z	?ConvertArtResourcePathToFullPath@CEngineResourceManager@@SI?AVCWideString@@ABV2@@Z	0.6803705058237376	13.146965965938508	true
c2e0c0	??0CSubPrimitiveList@CEngineSubPrimitiveRenderer@@QAE@XZ	??0CSubPrimitiveList@CEngineSubPrimitiveRenderer@@QAE@XZ	0.6424521167469506	11.332694890516606	true
c2ee80	??$?RVCMessageEvent@@@?$CFilter_Bind4@VCMessageEventFilter_IsOfType@@V?$CMessageEventFilter_ThingSearchFilter@VCThingFilter_In2DRange@@@@V?$CMessageEventFilter_ThingSearchFilter@VCThingFilter_IsValidGossipee@@@@V?$CMessageEventFilter_ThingSearchFilter@VCThingFilter_IsNavLineOfSightToThing@@@@@@QBE_NABVCMessageEvent@@@Z	??$?RVCMessageEvent@@@?$CFilter_Bind4@VCMessageEventFilter_IsOfType@@V?$CMessageEventFilter_ThingSearchFilter@VCThingFilter_In2DRange@@@@V?$CMessageEventFilter_ThingSearchFilter@VCThingFilter_IsValidGossipee@@@@V?$CMessageEventFilter_ThingSearchFilter@VCThingFilter_IsNavLineOfSightToThing@@@@@@QBE_NABVCMessageEvent@@@Z	0.6456061014093837	22.016215663923155	true
c305e0	?OnDie@CCameraPointModeBase@NCameraModes@@UAEXXZ	?OnDie@CCameraPointModeBase@NCameraModes@@UAEXXZ	0.5122581316755768	5.809009091830616	true
c304f0	?OnDie@CCameraPointModeBase@NCameraModes@@UAEXXZ	?OnDie@CCameraPointModeBase@NCameraModes@@UAEXXZ	0.5122581316755768	5.809009091830616	true
c308f0	??0CThingGraphicByPassFlagState@CScreenFilterEntry@CScreenEffectPriorityStack@NScreenEffect@@QAE@XZ	??0CThingGraphicByPassFlagState@CScreenFilterEntry@CScreenEffectPriorityStack@NScreenEffect@@QAE@XZ	0.5513120025204719	4.117324521963606	true
c306d0	?OnDie@CCameraPointModeBase@NCameraModes@@UAEXXZ	?OnDie@CCameraPointModeBase@NCameraModes@@UAEXXZ	0.5122581316755768	5.809009091830616	true
c31b30	?Render@CDisplayViewManager@@QAEXABVCInterpolationInfo@@_N@Z	?Render@CDisplayViewManager@@QAEXABVCInterpolationInfo@@_N@Z	0.5610581566245659	11.481689057590664	true
c335c0	??$?9DD@std@@YI_NABV?$allocator@D@0@0@Z	??$?9DD@std@@YI_NABV?$allocator@D@0@0@Z	0.5702485947015622	8.915711831082936	true
c36150	??9StrPtr@@QBEHPBD@Z	??9StrPtr@@QBEHPBD@Z	0.6171000299501145	9.864693734074729	true
c37bf0	?OnDeactivate@CTextSlider@NUISystem@@MAEXXZ	?OnDeactivate@CTextSlider@NUISystem@@MAEXXZ	0.5379859716522213	6.603350255787885	true
c393f0	?GetAngleBasedOnTimeOfDay@CV_StatueMasterScript@NScript@@QAEMXZ	?GetAngleBasedOnTimeOfDay@CV_StatueMasterScript@NScript@@QAEMXZ	0.6090069917390626	13.981198387711721	true
c39930	?GetAngleBasedOnTimeOfDay@CV_StatueMasterScript@NScript@@QAEMXZ	?GetAngleBasedOnTimeOfDay@CV_StatueMasterScript@NScript@@QAEMXZ	0.6090069917390626	13.981198387711721	true
c39770	?GetAngleBasedOnTimeOfDay@CV_StatueMasterScript@NScript@@QAEMXZ	?GetAngleBasedOnTimeOfDay@CV_StatueMasterScript@NScript@@QAEMXZ	0.6090069917390626	13.981198387711721	true
c39af0	?GetAngleBasedOnTimeOfDay@CV_StatueMasterScript@NScript@@QAEMXZ	?GetAngleBasedOnTimeOfDay@CV_StatueMasterScript@NScript@@QAEMXZ	0.6090069917390626	13.981198387711721	true
c395b0	?GetAngleBasedOnTimeOfDay@CV_StatueMasterScript@NScript@@QAEMXZ	?GetAngleBasedOnTimeOfDay@CV_StatueMasterScript@NScript@@QAEMXZ	0.6090069917390626	13.981198387711721	true
c404a0	?SetCameraPos@CShaderRenderManager@@QAEXABVC3DVector@@@Z	?SetCameraPos@CShaderRenderManager@@QAEXABVC3DVector@@@Z	0.5078274921867149	9.469239986880789	true
c40450	?SetCameraPos@CShaderRenderManager@@QAEXABVC3DVector@@@Z	?SetCameraPos@CShaderRenderManager@@QAEXABVC3DVector@@@Z	0.5078274921867149	9.469239986880789	true
c41380	?SetCameraPos@CShaderRenderManager@@QAEXABVC3DVector@@@Z	?SetCameraPos@CShaderRenderManager@@QAEXABVC3DVector@@@Z	0.5078274921867149	9.469239986880789	true
c41320	?SetCameraPos@CShaderRenderManager@@QAEXABVC3DVector@@@Z	?SetCameraPos@CShaderRenderManager@@QAEXABVC3DVector@@@Z	0.5078274921867149	9.469239986880789	true
c413e0	?SetCameraPos@CShaderRenderManager@@QAEXABVC3DVector@@@Z	?SetCameraPos@CShaderRenderManager@@QAEXABVC3DVector@@@Z	0.5078274921867149	9.469239986880789	true
c42ab0	??A?$CSmallVector@PBVCANavQuadTreeNode@@$07@@QAEAAPBVCANavQuadTreeNode@@K@Z	??A?$CSmallVector@PBVCANavQuadTreeNode@@$07@@QAEAAPBVCANavQuadTreeNode@@K@Z	0.6697084690324085	8.199740862424033	true
c442c0	??A?$CSmallVector@PBVCANavQuadTreeNode@@$07@@QAEAAPBVCANavQuadTreeNode@@K@Z	??A?$CSmallVector@PBVCANavQuadTreeNode@@$07@@QAEAAPBVCANavQuadTreeNode@@K@Z	0.6697084690324085	8.199740862424033	true
c458a0	?UnloadShaderCode@CEngineResourceManager@@QAEXXZ	?UnloadShaderCode@CEngineResourceManager@@QAEXXZ	0.5778909865842875	14.36238529438415	true
c48f20	?GetNextCirclePoint@CAIStateGroup_HoverHornetQueen@@IAEJXZ	?GetNextCirclePoint@CAIStateGroup_HoverHornetQueen@@IAEJXZ	0.5368624777724412	12.361919386242842	true
c49fe0	?GetNextCirclePoint@CAIStateGroup_HoverHornetQueen@@IAEJXZ	?GetNextCirclePoint@CAIStateGroup_HoverHornetQueen@@IAEJXZ	0.5368624777724412	12.361919386242842	true
c49c90	??0CLocalDetailPrimitiveRepeatedMesh@@QAE@PBVCLocalDetailObjectCollectionType@@PAVCLocalDetailCacheMap@@@Z	??0CLocalDetailPrimitiveRepeatedMesh@@QAE@PBVCLocalDetailObjectCollectionType@@PAVCLocalDetailCacheMap@@@Z	0.5109849942707261	8.899878873292302	true
c49c30	?GetAngleBasedOnTimeOfDay@CV_StatueMasterScript@NScript@@QAEMXZ	?GetAngleBasedOnTimeOfDay@CV_StatueMasterScript@NScript@@QAEMXZ	0.6090069917390626	13.981198387711721	true
c4bf80	?GetNextCirclePoint@CAIStateGroup_HoverHornetQueen@@IAEJXZ	?GetNextCirclePoint@CAIStateGroup_HoverHornetQueen@@IAEJXZ	0.5368624777724412	12.361919386242842	true
c4be10	?GetAngleBasedOnTimeOfDay@CV_StatueMasterScript@NScript@@QAEMXZ	?GetAngleBasedOnTimeOfDay@CV_StatueMasterScript@NScript@@QAEMXZ	0.6090069917390626	13.981198387711721	true
c4bfa0	?IsAligned@CBankFile@@QBE_NK@Z	?IsAligned@CBankFile@@QBE_NK@Z	0.5484765534026769	5.876418060704848	true
c4d1f0	?SetCurrentInterpolateInfo@CEngineInternalPrimitiveBase@@SIXABVCEngineInterpolationInfo@@@Z	?SetCurrentInterpolateInfo@CEngineInternalPrimitiveBase@@SIXABVCEngineInterpolationInfo@@@Z	0.5477602843368681	12.097897107344671	true
c4d440	??9CShaderConstantRange@@QBE_NABV0@@Z	??9CShaderConstantRange@@QBE_NABV0@@Z	0.5776069029774479	13.045978581550058	true
c4d4b0	??9CShaderConstantRange@@QBE_NABV0@@Z	??9CShaderConstantRange@@QBE_NABV0@@Z	0.5776069029774479	13.045978581550058	true
c4f220	?SetBankUpdateProgress@CBankFile@@AAEXKK@Z	?SetBankUpdateProgress@CBankFile@@AAEXKK@Z	0.547563495058834	10.34433597507347	true
c55750	_StringCopyWorkerA@12	_StringCopyWorkerA@12	0.5763797712061656	24.0304150647757	true
c56290	?DestroyWaterGenerator@CEngineWaterRenderer@@QAEXXZ	?DestroyWaterGenerator@CEngineWaterRenderer@@QAEXXZ	0.5606679461402978	11.065512090232591	true
c596e0	?ClearScreenFilter@CEnvironmentSpellEffectInterface@@QAEX_N@Z	?ClearScreenFilter@CEnvironmentSpellEffectInterface@@QAEX_N@Z	0.5032090479530057	5.913799882304417	true
c5a9d0	?ReadFromFile@C3DMeshFileXBoundingBoxChunk@@UAEXAAVCDataInputStream@@KAAVCChunkedFileLoader@@@Z	?ReadFromFile@C3DMeshFileXBoundingBoxChunk@@UAEXAAVCDataInputStream@@KAAVCChunkedFileLoader@@@Z	0.5302256390775362	18.521480590140715	true
c5c290	?Copy@CArenaRoundDef@@UAEXPBVCDefClassBase@@@Z	?Copy@CArenaRoundDef@@UAEXPBVCDefClassBase@@@Z	0.5315333670580455	9.6348519863374	true
c624c0	?DecrementCursorPosition@CConsoleCommandLine@@AAEXXZ	?DecrementCursorPosition@CConsoleCommandLine@@AAEXXZ	0.5425424966359806	10.42724363933663	true
c71640	??$make_pair@VCEntry@CSkeletalMorphs@@AAM@std@@YI?AU?$pair@VCEntry@CSkeletalMorphs@@M@0@ABVCEntry@CSkeletalMorphs@@AAM@Z	??$make_pair@VCEntry@CSkeletalMorphs@@AAM@std@@YI?AU?$pair@VCEntry@CSkeletalMorphs@@M@0@ABVCEntry@CSkeletalMorphs@@AAM@Z	0.5679653822330785	7.726868454906628	true
c7b870	??H@YI?AVC3DBoxI@@ABVC3DExtentsI@@ABVC3DCoordI@@@Z	??H@YI?AVC3DBoxI@@ABVC3DExtentsI@@ABVC3DCoordI@@@Z	0.6243689107072157	16.821637699632767	true
c8cd00	?ConsoleDisplayCSTimecode@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z	?ConsoleDisplayCSTimecode@@YIXABV?$vector@VCGenericVar@@V?$allocator@VCGenericVar@@@std@@@std@@@Z	0.6832346435760643	7.890448856242406	true
c8cae0	@lua_dobuffer@16	@lua_dobuffer@16	0.6844884680298591	12.403181585964784	true
