def	addr	offset	size	helper
CControlsDef	004330f0	0x48	1	None
CControlsDef	004330f0	0x49	1	None
CControlsDef	004330f0	0x4a	1	None
CControlsDef	004330f0	0x4b	1	None
CControlsDef	004330f0	0x4c	1	None
CControlsDef	004330f0	0x4d	0	None
CFrontEndDef	004331c0	0x48	4	None
CFrontEndDef	004331c0	0x4c	4	None
CFrontEndDef	004331c0	0x50	0	None
CEngineDef	00433fe0	0x3c	4	CEngineLightingManager::UpdateShadowScene
CEngineDef	00433fe0	0x40	4	CEngineLightingManager::UpdateShadowScene
CEngineDef	00433fe0	0x44	4	CEngineLightingManager::UpdateShadowScene
CEngineDef	00433fe0	0x48	4	CEngineLightingManager::UpdateShadowScene
CEngineDef	00433fe0	0x4c	4	CEngineLightingManager::UpdateShadowScene
CEngineDef	00433fe0	0x50	4	CEngineLightingManager::UpdateShadowScene
CEngineDef	00433fe0	0x54	4	CEngineLightingManager::UpdateShadowScene
CEngineDef	00433fe0	0x58	4	CEngineLightingManager::UpdateShadowScene
CEngineDef	00433fe0	0x5c	4	CEngineLightingManager::UpdateShadowScene
CEngineDef	00433fe0	0x60	4	CEngineLightingManager::UpdateShadowScene
CEngineDef	00433fe0	0x64	4	CEngineLightingManager::UpdateShadowScene
CEngineDef	00433fe0	0x68	4	CEngineLightingManager::UpdateShadowScene
CEngineDef	00433fe0	0x6c	4	CEngineLightingManager::UpdateShadowScene
CEngineDef	00433fe0	0x70	4	CEngineLightingManager::UpdateShadowScene
CEngineDef	00433fe0	0x74	4	CEngineLightingManager::UpdateShadowScene
CEngineDef	00433fe0	0x78	4	CEngineLightingManager::UpdateShadowScene
CEngineDef	00433fe0	0x7c	0	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x3c	4	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x40	4	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x44	4	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x48	4	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x4c	4	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x50	4	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x54	4	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x58	4	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x5c	4	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x60	4	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x64	4	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x68	4	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x6c	1	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x6d	1	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x6e	1	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x6f	1	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x70	1	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x71	1	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x72	1	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x73	1	CEngineLightingManager::UpdateShadowScene
CEngineVideoOptionsDef	00434120	0x74	0	CEngineLightingManager::UpdateShadowScene
CConfigOptionsDefaultsDef	00434290	0x3c	4	CEngineLightingManager::UpdateShadowScene
CConfigOptionsDefaultsDef	00434290	0x40	4	CEngineLightingManager::UpdateShadowScene
CConfigOptionsDefaultsDef	00434290	0x44	4	CEngineLightingManager::UpdateShadowScene
CConfigOptionsDefaultsDef	00434290	0x48	4	CEngineLightingManager::UpdateShadowScene
CConfigOptionsDefaultsDef	00434290	0x4c	4	CEngineLightingManager::UpdateShadowScene
CConfigOptionsDefaultsDef	00434290	0x50	4	CEngineLightingManager::UpdateShadowScene
CConfigOptionsDefaultsDef	00434290	0x54	4	CEngineLightingManager::UpdateShadowScene
CConfigOptionsDefaultsDef	00434290	0x58	4	CEngineLightingManager::UpdateShadowScene
CConfigOptionsDefaultsDef	00434290	0x5c	4	CEngineLightingManager::UpdateShadowScene
CConfigOptionsDefaultsDef	00434290	0x60	4	CEngineLightingManager::UpdateShadowScene
CConfigOptionsDefaultsDef	00434290	0x64	4	CEngineLightingManager::UpdateShadowScene
CConfigOptionsDefaultsDef	00434290	0x68	4	CEngineLightingManager::UpdateShadowScene
CConfigOptionsDefaultsDef	00434290	0x6c	4	CEngineLightingManager::UpdateShadowScene
CConfigOptionsDefaultsDef	00434290	0x70	0	CEngineLightingManager::UpdateShadowScene
CThingMultiArrowShotDef	00451ca2	0x28	4	CEngineLightingManager::UpdateShadowScene
CThingMultiArrowShotDef	00451ca2	0x2c	4	CEngineLightingManager::UpdateShadowScene
CThingMultiArrowShotDef	00451ca2	0x30	4	CEngineLightingManager::UpdateShadowScene
CThingMultiArrowShotDef	00451ca2	0x34	4	CEngineLightingManager::UpdateShadowScene
CThingMultiArrowShotDef	00451ca2	0x38	4	CEngineLightingManager::UpdateShadowScene
CThingMultiArrowShotDef	00451ca2	0x3c	4	CEngineLightingManager::UpdateShadowScene
CThingMultiArrowShotDef	00451ca2	0x40	4	CEngineLightingManager::UpdateShadowScene
CThingMultiArrowShotDef	00451ca2	0x44	4	CEngineLightingManager::UpdateShadowScene
CThingMultiArrowShotDef	00451ca2	0x48	4	CEngineLightingManager::UpdateShadowScene
CThingMultiArrowShotDef	00451ca2	0x4c	4	CEngineLightingManager::UpdateShadowScene
CThingMultiArrowShotDef	00451ca2	0x50	0	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x25	15	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x34	4	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x38	4	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x3c	4	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x40	4	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x44	4	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x48	4	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x4c	4	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x50	4	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x54	4	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x58	4	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x5c	1	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x5d	1	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x5e	1	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x5f	1	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x60	1	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x61	3	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x64	4	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x68	4	CEngineLightingManager::UpdateShadowScene
CInventoryItemDef	00451d28	0x6c	0	CEngineLightingManager::UpdateShadowScene
CPhysicsDef	0045212a	0x28	4	CEngineLightingManager::UpdateShadowScene
CPhysicsDef	0045212a	0x2c	4	CEngineLightingManager::UpdateShadowScene
CPhysicsDef	0045212a	0x30	4	CEngineLightingManager::UpdateShadowScene
CPhysicsDef	0045212a	0x34	4	CEngineLightingManager::UpdateShadowScene
CPhysicsDef	0045212a	0x38	4	CEngineLightingManager::UpdateShadowScene
CPhysicsDef	0045212a	0x3c	4	CEngineLightingManager::UpdateShadowScene
CPhysicsDef	0045212a	0x40	0	CEngineLightingManager::UpdateShadowScene
CTCNoiseDef	00452184	0x28	4	None
CTCNoiseDef	00452184	0x2c	4	None
CTCNoiseDef	00452184	0x30	0	None
CCarrySlotDef	00452256	0x28	4	CEngineLightingManager::UpdateShadowScene
CCarrySlotDef	00452256	0x2c	4	CEngineLightingManager::UpdateShadowScene
CCarrySlotDef	00452256	0x30	4	CEngineLightingManager::UpdateShadowScene
CCarrySlotDef	00452256	0x34	0	CEngineLightingManager::UpdateShadowScene
CSmashableDef	004522c6	0x25	3	None
CSmashableDef	004522c6	0x28	4	None
CSmashableDef	004522c6	0x2c	0	None
CHeroMarriageDef	00452398	0x28	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x2c	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x30	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x34	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x38	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x3c	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x40	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x44	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x48	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x4c	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x50	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x54	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x58	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x5c	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x60	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x64	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x68	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x6c	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x70	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x74	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x78	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x7c	4	FUN_00431143
CHeroMarriageDef	00452398	0x80	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x84	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x88	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x8c	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x90	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x94	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x98	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0x9c	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0xa0	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0xa4	4	FUN_00431143
CHeroMarriageDef	00452398	0xa8	4	FUN_00431143
CHeroMarriageDef	00452398	0xac	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0xb0	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0xb4	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0xb8	4	FUN_00431143
CHeroMarriageDef	00452398	0xbc	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0xc0	4	CEngineLightingManager::UpdateShadowScene
CHeroMarriageDef	00452398	0xc4	0	FUN_00431143
CSpecialAbilitiesDrainLifeDataDef	00452593	0x28	0	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDataDef	004525a3	0x28	0	CEngineLightingManager::UpdateShadowScene
CCreatureStatsDef	004525e9	0x28	4	CEngineLightingManager::UpdateShadowScene
CCreatureStatsDef	004525e9	0x2c	4	CEngineLightingManager::UpdateShadowScene
CCreatureStatsDef	004525e9	0x30	4	CEngineLightingManager::UpdateShadowScene
CCreatureStatsDef	004525e9	0x34	4	CEngineLightingManager::UpdateShadowScene
CCreatureStatsDef	004525e9	0x38	4	CEngineLightingManager::UpdateShadowScene
CCreatureStatsDef	004525e9	0x3c	4	CEngineLightingManager::UpdateShadowScene
CCreatureStatsDef	004525e9	0x40	4	CEngineLightingManager::UpdateShadowScene
CCreatureStatsDef	004525e9	0x44	0	CEngineLightingManager::UpdateShadowScene
CCoopSpiritDef	0045266f	0x28	4	CEngineLightingManager::UpdateShadowScene
CCoopSpiritDef	0045266f	0x2c	4	CEngineLightingManager::UpdateShadowScene
CCoopSpiritDef	0045266f	0x30	4	CEngineLightingManager::UpdateShadowScene
CCoopSpiritDef	0045266f	0x34	4	CEngineLightingManager::UpdateShadowScene
CCoopSpiritDef	0045266f	0x38	0	CEngineLightingManager::UpdateShadowScene
CContextSensitiveItemDef	004526b3	0x28	4	CEngineLightingManager::UpdateShadowScene
CContextSensitiveItemDef	004526b3	0x2c	4	CEngineLightingManager::UpdateShadowScene
CContextSensitiveItemDef	004526b3	0x30	4	CEngineLightingManager::UpdateShadowScene
CContextSensitiveItemDef	004526b3	0x34	4	CEngineLightingManager::UpdateShadowScene
CContextSensitiveItemDef	004526b3	0x38	0	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x28	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x2c	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x30	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x34	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x38	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x3c	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x40	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x44	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x48	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x4c	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x50	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x54	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x58	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x5c	1	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x5d	3	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x60	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x64	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x68	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x6c	4	CEngineLightingManager::UpdateShadowScene
CBonusItemDef	0045279b	0x70	0	CEngineLightingManager::UpdateShadowScene
CHeroTitleDef	00452884	0x28	4	CEngineLightingManager::UpdateShadowScene
CHeroTitleDef	00452884	0x2c	4	CEngineLightingManager::UpdateShadowScene
CHeroTitleDef	00452884	0x30	4	CEngineLightingManager::UpdateShadowScene
CHeroTitleDef	00452884	0x34	4	CEngineLightingManager::UpdateShadowScene
CHeroTitleDef	00452884	0x38	4	CEngineLightingManager::UpdateShadowScene
CHeroTitleDef	00452884	0x3c	4	CEngineLightingManager::UpdateShadowScene
CHeroTitleDef	00452884	0x40	4	CEngineLightingManager::UpdateShadowScene
CHeroTitleDef	00452884	0x44	4	CEngineLightingManager::UpdateShadowScene
CHeroTitleDef	00452884	0x48	4	CEngineLightingManager::UpdateShadowScene
CHeroTitleDef	00452884	0x4c	1	CEngineLightingManager::UpdateShadowScene
CHeroTitleDef	00452884	0x4d	0	CEngineLightingManager::UpdateShadowScene
CTattooDef	004529ae	0x28	4	FUN_00431143
CTattooDef	004529ae	0x2c	4	CEngineLightingManager::UpdateShadowScene
CTattooDef	004529ae	0x30	4	CEngineLightingManager::UpdateShadowScene
CTattooDef	004529ae	0x34	4	CEngineLightingManager::UpdateShadowScene
CTattooDef	004529ae	0x38	4	CEngineLightingManager::UpdateShadowScene
CTattooDef	004529ae	0x3c	1	CEngineLightingManager::UpdateShadowScene
CTattooDef	004529ae	0x3d	3	CEngineLightingManager::UpdateShadowScene
CTattooDef	004529ae	0x40	4	CEngineLightingManager::UpdateShadowScene
CTattooDef	004529ae	0x44	4	CEngineLightingManager::UpdateShadowScene
CTattooDef	004529ae	0x48	4	CEngineLightingManager::UpdateShadowScene
CTattooDef	004529ae	0x4c	4	FUN_00431143
CTattooDef	004529ae	0x50	4	FUN_00431143
CTattooDef	004529ae	0x54	4	CEngineLightingManager::UpdateShadowScene
CTattooDef	004529ae	0x58	4	CEngineLightingManager::UpdateShadowScene
CTattooDef	004529ae	0x5c	0	CEngineLightingManager::UpdateShadowScene
CHairCardDef	00452b04	0x28	0	CEngineLightingManager::UpdateShadowScene
CCombatAbilityAttackBase	00452b14	0x28	24	NUISystem::CScrollingComponent::ChangeState
CCombatAbilityAttackBase	00452b14	0x40	1	CEngineLightingManager::UpdateShadowScene
CCombatAbilityAttackBase	00452b14	0x41	3	CEngineLightingManager::UpdateShadowScene
CCombatAbilityAttackBase	00452b14	0x44	0	CEngineLightingManager::UpdateShadowScene
CCombatAbilityStrafeDef	00452b93	0x28	24	NUISystem::CScrollingComponent::ChangeState
CCombatAbilityStrafeDef	00452b93	0x40	0	None
CCombatAbilityUseProjectileWeaponDef	00452bb4	0x28	24	NUISystem::CScrollingComponent::ChangeState
CCombatAbilityUseProjectileWeaponDef	00452bb4	0x40	4	None
CCombatAbilityUseProjectileWeaponDef	00452bb4	0x44	0	None
CDragonActionSwoopDef	00452be2	0x28	4	CEngineLightingManager::UpdateShadowScene
CDragonActionSwoopDef	00452be2	0x2c	4	CEngineLightingManager::UpdateShadowScene
CDragonActionSwoopDef	00452be2	0x30	4	CEngineLightingManager::UpdateShadowScene
CDragonActionSwoopDef	00452be2	0x34	4	CEngineLightingManager::UpdateShadowScene
CDragonActionSwoopDef	00452be2	0x38	4	CEngineLightingManager::UpdateShadowScene
CDragonActionSwoopDef	00452be2	0x3c	4	CEngineLightingManager::UpdateShadowScene
CDragonActionSwoopDef	00452be2	0x40	4	CEngineLightingManager::UpdateShadowScene
CDragonActionSwoopDef	00452be2	0x44	4	CEngineLightingManager::UpdateShadowScene
CDragonActionSwoopDef	00452be2	0x48	4	CEngineLightingManager::UpdateShadowScene
CDragonActionSwoopDef	00452be2	0x4c	4	CEngineLightingManager::UpdateShadowScene
CDragonActionSwoopDef	00452be2	0x50	4	CEngineLightingManager::UpdateShadowScene
CDragonActionSwoopDef	00452be2	0x54	4	CEngineLightingManager::UpdateShadowScene
CDragonActionSwoopDef	00452be2	0x58	4	CEngineLightingManager::UpdateShadowScene
CDragonActionSwoopDef	00452be2	0x5c	4	CEngineLightingManager::UpdateShadowScene
CDragonActionSwoopDef	00452be2	0x60	0	CEngineLightingManager::UpdateShadowScene
CDragonActionNapalmDef	00452c94	0x28	4	CEngineLightingManager::UpdateShadowScene
CDragonActionNapalmDef	00452c94	0x2c	4	CEngineLightingManager::UpdateShadowScene
CDragonActionNapalmDef	00452c94	0x30	4	CEngineLightingManager::UpdateShadowScene
CDragonActionNapalmDef	00452c94	0x34	0	CEngineLightingManager::UpdateShadowScene
CDragonActionHoverDef	00452ccd	0x28	0	CEngineLightingManager::UpdateShadowScene
CAugmentationDef	00452cdd	0x28	4	CEngineLightingManager::UpdateShadowScene
CAugmentationDef	00452cdd	0x2c	4	CEngineLightingManager::UpdateShadowScene
CAugmentationDef	00452cdd	0x30	4	CEngineLightingManager::UpdateShadowScene
CAugmentationDef	00452cdd	0x34	4	CEngineLightingManager::UpdateShadowScene
CAugmentationDef	00452cdd	0x38	4	CEngineLightingManager::UpdateShadowScene
CAugmentationDef	00452cdd	0x3c	4	CEngineLightingManager::UpdateShadowScene
CAugmentationDef	00452cdd	0x40	4	CEngineLightingManager::UpdateShadowScene
CAugmentationDef	00452cdd	0x44	4	CEngineLightingManager::UpdateShadowScene
CAugmentationDef	00452cdd	0x48	0	CEngineLightingManager::UpdateShadowScene
CAbilityDef	00452df1	0x28	0	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x28	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x2c	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x30	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x34	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x38	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x3c	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x40	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x44	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x48	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x4c	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x50	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x54	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x58	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x5c	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x60	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x64	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x68	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x6c	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x70	4	CEngineLightingManager::UpdateShadowScene
CJackDragonDef	00452ea5	0x74	0	CEngineLightingManager::UpdateShadowScene
CBriarRoseDef	00452f8e	0x28	4	CEngineLightingManager::UpdateShadowScene
CBriarRoseDef	00452f8e	0x2c	4	CEngineLightingManager::UpdateShadowScene
CBriarRoseDef	00452f8e	0x30	4	CEngineLightingManager::UpdateShadowScene
CBriarRoseDef	00452f8e	0x34	4	CEngineLightingManager::UpdateShadowScene
CBriarRoseDef	00452f8e	0x38	4	CEngineLightingManager::UpdateShadowScene
CBriarRoseDef	00452f8e	0x3c	4	CEngineLightingManager::UpdateShadowScene
CBriarRoseDef	00452f8e	0x40	4	CEngineLightingManager::UpdateShadowScene
CBriarRoseDef	00452f8e	0x44	4	CEngineLightingManager::UpdateShadowScene
CBriarRoseDef	00452f8e	0x48	4	CEngineLightingManager::UpdateShadowScene
CBriarRoseDef	00452f8e	0x4c	4	CEngineLightingManager::UpdateShadowScene
CBriarRoseDef	00452f8e	0x50	0	CEngineLightingManager::UpdateShadowScene
CSnowTrollDef	00453014	0x28	4	CEngineLightingManager::UpdateShadowScene
CSnowTrollDef	00453014	0x2c	4	CEngineLightingManager::UpdateShadowScene
CSnowTrollDef	00453014	0x30	4	CEngineLightingManager::UpdateShadowScene
CSnowTrollDef	00453014	0x34	4	CEngineLightingManager::UpdateShadowScene
CSnowTrollDef	00453014	0x38	4	CEngineLightingManager::UpdateShadowScene
CSnowTrollDef	00453014	0x3c	4	CEngineLightingManager::UpdateShadowScene
CSnowTrollDef	00453014	0x40	4	CEngineLightingManager::UpdateShadowScene
CSnowTrollDef	00453014	0x44	4	CEngineLightingManager::UpdateShadowScene
CSnowTrollDef	00453014	0x48	4	CEngineLightingManager::UpdateShadowScene
CSnowTrollDef	00453014	0x4c	4	CEngineLightingManager::UpdateShadowScene
CSnowTrollDef	00453014	0x50	4	CEngineLightingManager::UpdateShadowScene
CSnowTrollDef	00453014	0x54	4	CEngineLightingManager::UpdateShadowScene
CSnowTrollDef	00453014	0x58	4	CEngineLightingManager::UpdateShadowScene
CSnowTrollDef	00453014	0x5c	0	CEngineLightingManager::UpdateShadowScene
CGuildMasterDef	004530bb	0x28	4	None
CGuildMasterDef	004530bb	0x2c	0	None
CSummonerDef	004530dc	0x28	4	CEngineLightingManager::UpdateShadowScene
CSummonerDef	004530dc	0x2c	4	CEngineLightingManager::UpdateShadowScene
CSummonerDef	004530dc	0x30	4	CEngineLightingManager::UpdateShadowScene
CSummonerDef	004530dc	0x34	4	CEngineLightingManager::UpdateShadowScene
CSummonerDef	004530dc	0x38	4	CEngineLightingManager::UpdateShadowScene
CSummonerDef	004530dc	0x3c	4	CEngineLightingManager::UpdateShadowScene
CSummonerDef	004530dc	0x40	4	CEngineLightingManager::UpdateShadowScene
CSummonerDef	004530dc	0x44	4	CEngineLightingManager::UpdateShadowScene
CSummonerDef	004530dc	0x48	4	CEngineLightingManager::UpdateShadowScene
CSummonerDef	004530dc	0x4c	4	CEngineLightingManager::UpdateShadowScene
CSummonerDef	004530dc	0x50	4	CEngineLightingManager::UpdateShadowScene
CSummonerDef	004530dc	0x54	4	CEngineLightingManager::UpdateShadowScene
CSummonerDef	004530dc	0x58	0	CEngineLightingManager::UpdateShadowScene
CExplosiveTrailDef	00453178	0x28	4	CEngineLightingManager::UpdateShadowScene
CExplosiveTrailDef	00453178	0x2c	4	CEngineLightingManager::UpdateShadowScene
CExplosiveTrailDef	00453178	0x30	4	CEngineLightingManager::UpdateShadowScene
CExplosiveTrailDef	00453178	0x34	4	CEngineLightingManager::UpdateShadowScene
CExplosiveTrailDef	00453178	0x38	4	CEngineLightingManager::UpdateShadowScene
CExplosiveTrailDef	00453178	0x3c	4	CEngineLightingManager::UpdateShadowScene
CExplosiveTrailDef	00453178	0x40	4	CEngineLightingManager::UpdateShadowScene
CExplosiveTrailDef	00453178	0x44	4	None
CExplosiveTrailDef	00453178	0x48	0	CEngineLightingManager::UpdateShadowScene
CThingBuildingDef	00454b8e	0x70	4	None
CThingBuildingDef	00454b8e	0x74	4	None
CThingBuildingDef	00454b8e	0x78	16	None
CThingBuildingDef	00454b8e	0x88	4	None
CThingBuildingDef	00454b8e	0x8c	4	None
CThingBuildingDef	00454b8e	0x90	4	None
CThingBuildingDef	00454b8e	0x94	4	None
CThingBuildingDef	00454b8e	0x98	4	None
CThingBuildingDef	00454b8e	0x9c	0	None
CThingHolySiteDef	00454dcb	0x70	14	CEngineLightingManager::UpdateShadowScene
CThingHolySiteDef	00454dcb	0x7e	0	CEngineLightingManager::UpdateShadowScene
CThingMarkerDef	00454e21	0x70	16	CEngineLightingManager::UpdateShadowScene
CThingMarkerDef	00454e21	0x80	4	CEngineLightingManager::UpdateShadowScene
CThingMarkerDef	00454e21	0x84	0	CEngineLightingManager::UpdateShadowScene
CThingSwitchDef	00454f15	0x70	0	CEngineLightingManager::UpdateShadowScene
CThingVillageDef	00454f5f	0x70	0	CEngineLightingManager::UpdateShadowScene
CThingPhysicalSwitchDef	00454fc3	0x70	4	CEngineLightingManager::UpdateShadowScene
CThingPhysicalSwitchDef	00454fc3	0x74	14	CEngineLightingManager::UpdateShadowScene
CThingPhysicalSwitchDef	00454fc3	0x82	14	CEngineLightingManager::UpdateShadowScene
CThingPhysicalSwitchDef	00454fc3	0x90	0	CEngineLightingManager::UpdateShadowScene
CInventoryCategoryDef	00455588	0x3c	4	CEngineLightingManager::UpdateShadowScene
CInventoryCategoryDef	00455588	0x40	4	CEngineLightingManager::UpdateShadowScene
CInventoryCategoryDef	00455588	0x44	1	CEngineLightingManager::UpdateShadowScene
CInventoryCategoryDef	00455588	0x45	1	CEngineLightingManager::UpdateShadowScene
