def	addr	offset	size	helper
CSoundThemeDef	0046329e	0x63	0	CEngineLightingManager::UpdateShadowScene
CMeleeCombatAbilityDef	00463bff	0x3c	4	CEngineLightingManager::UpdateShadowScene
CMeleeCombatAbilityDef	00463bff	0x40	4	CEngineLightingManager::UpdateShadowScene
CMeleeCombatAbilityDef	00463bff	0x44	4	CEngineLightingManager::UpdateShadowScene
CMeleeCombatAbilityDef	00463bff	0x48	1	CEngineLightingManager::UpdateShadowScene
CMeleeCombatAbilityDef	00463bff	0x49	3	CEngineLightingManager::UpdateShadowScene
CMeleeCombatAbilityDef	00463bff	0x4c	16	CEngineLightingManager::UpdateShadowScene
CMeleeCombatAbilityDef	00463bff	0x5c	4	CEngineLightingManager::UpdateShadowScene
CMeleeCombatAbilityDef	00463bff	0x60	4	CEngineLightingManager::UpdateShadowScene
CMeleeCombatAbilityDef	00463bff	0x64	1	CEngineLightingManager::UpdateShadowScene
CMeleeCombatAbilityDef	00463bff	0x65	3	CEngineLightingManager::UpdateShadowScene
CMeleeCombatAbilityDef	00463bff	0x68	12	CEngineLightingManager::UpdateShadowScene
CMeleeCombatAbilityDef	00463bff	0x74	4	CEngineLightingManager::UpdateShadowScene
CMeleeCombatAbilityDef	00463bff	0x78	0	CEngineLightingManager::UpdateShadowScene
CSimVoicesDef	00464b8a	0x3c	0	FUN_00464b9a
CSpecialAbilitiesAssassinRushDef	00464be9	0x3c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesAssassinRushDef	00464be9	0x40	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesAssassinRushDef	00464be9	0x44	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesAssassinRushDef	00464be9	0x48	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesAssassinRushDef	00464be9	0x4c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesAssassinRushDef	00464be9	0x50	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesAssassinRushDef	00464be9	0x54	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesAssassinRushDef	00464be9	0x58	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesAssassinRushDef	00464be9	0x5c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesAssassinRushDef	00464be9	0x60	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesAssassinRushDef	00464be9	0x64	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesAssassinRushDef	00464be9	0x68	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesAssassinRushDef	00464be9	0x6c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesAssassinRushDef	00464be9	0x70	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesAssassinRushDef	00464be9	0x74	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesAssassinRushDef	00464be9	0x78	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesAssassinRushDef	00464be9	0x7c	0	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x3c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x40	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x44	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x48	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x4c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x50	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x54	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x58	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x5c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x60	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x64	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x68	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x6c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x70	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x74	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x78	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x7c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x80	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x84	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x88	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x8c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x90	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x94	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x98	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x9c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xa0	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xa4	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xa8	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xac	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xb0	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xb4	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xb8	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xbc	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xc0	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xc4	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xc8	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xcc	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xd0	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xd4	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xd8	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xdc	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xe0	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xe4	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xe8	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xec	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xf0	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xf4	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xf8	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0xfc	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x100	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x104	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x108	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x10c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x110	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x114	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x118	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x11c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x120	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x124	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x128	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x12c	88	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x184	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesBulletTimeDef	00464db5	0x188	0	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x3c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x40	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x44	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x48	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x4c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x50	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x54	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x58	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x5c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x60	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x64	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x68	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x6c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x70	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x74	16	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x84	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesForcePushDef	00465163	0x88	0	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x3c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x40	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x44	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x48	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x4c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x50	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x54	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x58	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x5c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x60	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x64	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x68	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x6c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x70	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x74	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x78	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x7c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x80	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x84	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x88	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x8c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x90	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0x94	16	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesEnflameDef	00465258	0xa4	0	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x3c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x40	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x44	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x48	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x4c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x50	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x54	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x58	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x5c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x60	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x64	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x68	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x6c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x70	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x74	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x78	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x7c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x80	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x84	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x88	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x8c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x90	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x94	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x98	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x9c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0xa0	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0xa4	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0xa8	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0xac	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0xb0	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0xb4	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0xb8	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0xbc	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0xc0	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0xc4	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0xc8	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0xcc	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0xd0	16	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0xe0	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0xe4	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0xe8	76	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x134	16	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesPhysicalShieldDef	00465390	0x144	0	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesFireballSpellDef	004656a6	0x3c	4	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesFireballSpellDef	004656a6	0x40	16	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesFireballSpellDef	004656a6	0x50	0	CEngineLightingManager::UpdateShadowScene
CSpecialAbilitiesDivineWrathDef	004656df	0x84	76	None
CSpecialAbilitiesDivineWrathDef	004656df	0xd0	4	None
CSpecialAbilitiesDivineWrathDef	004656df	0xd4	4	None
CSpecialAbilitiesDivineWrathDef	004656df	0xd8	28	None
CSpecialAbilitiesDivineWrathDef	004656df	0xf4	4	None
CSpecialAbilitiesDivineWrathDef	004656df	0xf8	0	None
CSpecialAbilitiesUnholyPowerDef	00465b41	0x84	76	None
CSpecialAbilitiesUnholyPowerDef	00465b41	0xd0	4	None
CSpecialAbilitiesUnholyPowerDef	00465b41	0xd4	4	None
CSpecialAbilitiesUnholyPowerDef	00465b41	0xd8	28	None
CSpecialAbilitiesUnholyPowerDef	00465b41	0xf4	4	None
CSpecialAbilitiesUnholyPowerDef	00465b41	0xf8	0	None
CCombatAbilityBlockDefBase	00465c54	0x28	24	NUISystem::CScrollingComponent::ChangeState
CCombatAbilityBlockDefBase	00465c54	0x40	4	CEngineLightingManager::UpdateShadowScene
CCombatAbilityBlockDefBase	00465c54	0x44	1	CEngineLightingManager::UpdateShadowScene
CCombatAbilityBlockDefBase	00465c54	0x45	3	CEngineLightingManager::UpdateShadowScene
CCombatAbilityBlockDefBase	00465c54	0x48	0	FUN_00465e44
CHeroCombatDef	004665b6	0x3c	8	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x44	8	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x4c	8	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x54	12	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x60	8	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x68	12	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x74	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x78	12	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x84	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x88	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x8c	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x90	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x94	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x98	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x9c	12	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0xa8	8	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0xb0	12	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0xbc	8	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0xc4	12	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0xd0	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0xd4	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0xd8	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0xdc	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0xe0	1	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0xe1	1	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0xe2	2	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0xe4	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0xe8	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0xec	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0xf0	8	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0xf8	12	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x104	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x108	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x10c	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x110	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x114	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x118	28	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x134	1	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x135	1	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x136	2	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x138	4	CEngineLightingManager::UpdateShadowScene
CHeroCombatDef	004665b6	0x13c	0	CEngineLightingManager::UpdateShadowScene
CPlayerInventoryDef	00467553	0x6c	0	None
CInventoryDef	004678e2	0x3c	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x40	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x44	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x48	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x4c	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x50	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x54	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x58	52	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x8c	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x94	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x9c	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0xa4	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0xac	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0xb4	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0xbc	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0xc4	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0xcc	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0xd0	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0xd4	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0xd8	12	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0xe4	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0xe8	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0xf0	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0xf4	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0xfc	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x100	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x108	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x10c	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x114	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x118	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x120	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x124	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x12c	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x134	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x13c	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x144	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x14c	32	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x16c	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x170	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x174	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x178	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x17c	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x180	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x184	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x188	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x190	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x198	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x1a0	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x1a8	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x1b0	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x1b8	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x1c0	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x1c8	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x1cc	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x1d4	8	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x1dc	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x1e0	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x1e4	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x1e8	4	CEngineLightingManager::UpdateShadowScene
CInventoryDef	004678e2	0x1ec	4	CEngineLightingManager::UpdateShadowScene
