address	current_name	reason	category
009c6ac0	ListSentinel_Ctor_sz14_009c6ac0	ambiguous-or-no-donor-match	initializer-destructor
009c6b60	ListSentinel_Ctor_szc_009c6b60	ambiguous-or-no-donor-match	initializer-destructor
009c7000	ListSentinel_Ctor_sz10_009c7000	ambiguous-or-no-donor-match	initializer-destructor
009c7730	ListSentinel_Ctor_szb8_009c7730	ambiguous-or-no-donor-match	initializer-destructor
009d2840	PtrHolder_Alloc_sz20_009d2840	ambiguous-or-no-donor-match	initializer-destructor
009d2ab0	StdList_Ctor_sz20_009d2ab0	ambiguous-or-no-donor-match	initializer-destructor
009d3890	StdList_Ctor_sz18_009d3890	ambiguous-or-no-donor-match	initializer-destructor
009d46d0	StdList_Ctor_sz20_009d46d0	ambiguous-or-no-donor-match	initializer-destructor
009d7740	ListSentinel_Ctor_sz10_009d7740	ambiguous-or-no-donor-match	initializer-destructor
009d7850	PtrHolder_Alloc_sz14_009d7850	ambiguous-or-no-donor-match	initializer-destructor
009d7b40	StdList_Ctor_sz14_009d7b40	ambiguous-or-no-donor-match	initializer-destructor
009d83b0	Container_AllocAndStorePtr_9d83b0	ambiguous-or-no-donor-match	allocator-wrapper
009eebe0	Container_AllocAndStorePtr_9eebe0	ambiguous-or-no-donor-match	allocator-wrapper
009eec60	Container_AllocAndStorePtr_9eec60	ambiguous-or-no-donor-match	allocator-wrapper
009f0ce0	Container_AllocAndStorePtr_9f0ce0	ambiguous-or-no-donor-match	allocator-wrapper
009f7b60	MapIterator_CountDistance	ambiguous-or-no-donor-match	container-template
009f7d70	MapIterator_CountDistance_9f7d70	ambiguous-or-no-donor-match	container-template
00a215a0	Container_AllocAndStorePtr_a215a0	ambiguous-or-no-donor-match	allocator-wrapper
00a21610	Container_AllocAndStorePtr_a21610	ambiguous-or-no-donor-match	allocator-wrapper
00a2abd0	Container_AllocAndStorePtr_a2abd0	ambiguous-or-no-donor-match	allocator-wrapper
00a2ac00	Container_AllocAndStorePtr_a2ac00	ambiguous-or-no-donor-match	allocator-wrapper
00a39440	Container_AllocAndStorePtr_a39440	ambiguous-or-no-donor-match	allocator-wrapper
00a54160	Container_AllocAndStorePtr_a54160	ambiguous-or-no-donor-match	allocator-wrapper
00a60990	Container_AllocAndStorePtr_a60990	ambiguous-or-no-donor-match	allocator-wrapper
00a7f680	Container_AllocAndStorePtr_a7f680	ambiguous-or-no-donor-match	allocator-wrapper
00a7f6f0	Container_AllocAndStorePtr_a7f6f0	ambiguous-or-no-donor-match	allocator-wrapper
00ad2330	Container_AllocAndStorePtr_ad2330	ambiguous-or-no-donor-match	allocator-wrapper
00ad2360	Container_AllocAndStorePtr_ad2360	ambiguous-or-no-donor-match	allocator-wrapper
00ad23a0	Container_AllocAndStorePtr_ad23a0	ambiguous-or-no-donor-match	allocator-wrapper
00ad2450	Container_AllocAndStorePtr_ad2450	ambiguous-or-no-donor-match	allocator-wrapper
00adb240	Object_AllocateBuffer_adb240	ambiguous-or-no-donor-match	allocator-wrapper
00add130	Callback_InvokePair_add130	ambiguous-or-no-donor-match	initializer-destructor
00b2e7b0	Object_AllocateBuffer_b2e7b0	ambiguous-or-no-donor-match	allocator-wrapper
00b3e790	Object_AllocateBuffer_b3e790	ambiguous-or-no-donor-match	allocator-wrapper
00b43bf0	Object_AllocateBuffer_b43bf0	ambiguous-or-no-donor-match	allocator-wrapper
00b96540	Object_AllocateBuffer_b96540	ambiguous-or-no-donor-match	allocator-wrapper
00b96570	Object_AllocateBuffer_b96570	ambiguous-or-no-donor-match	allocator-wrapper
00b96640	Object_AllocateBuffer_b96640	ambiguous-or-no-donor-match	allocator-wrapper
00bce370	Object_AllocateBuffer_bce370	ambiguous-or-no-donor-match	allocator-wrapper
00bd84f0	Object_AllocateBuffer_bd84f0	ambiguous-or-no-donor-match	allocator-wrapper
00c08880	Object_SetVtable_c08880	ambiguous-or-no-donor-match	thunk-stub-wrapper
00c19f90	Getter_Field84	ambiguous-or-no-donor-match	field-accessor
00c207f0	Object_Destruct_c207f0	ambiguous-or-no-donor-match	initializer-destructor
00c20ef0	IsStateStreaming_2to4	ambiguous-or-no-donor-match	field-accessor
00c29eb0	Ctor_SetVtable_012b40a4	ambiguous-or-no-donor-match	initializer-destructor
00c29f50	Ctor_Init_012b40a4	ambiguous-or-no-donor-match	initializer-destructor
00c2d7b0	CTCInventory_CheckSlotTypeNegative	ambiguous-or-no-donor-match	semantic-logic
00c334d0	CTCHeroStats_GetVectorArraysIfInitialized	ambiguous-or-no-donor-match	initializer-destructor
00c336f0	Constraint_NotifyGlobalManager	ambiguous-or-no-donor-match	semantic-logic
00c359e0	CExclusiveAssert_OnQuestItemUsed_Bool	ambiguous-or-no-donor-match	thunk-stub-wrapper
00c362f0	CSBAgents_BuildAndDispatch_A	ambiguous-or-no-donor-match	semantic-logic
00c36e00	CSBAgents_BuildAndDispatch_SummonerLightning	ambiguous-or-no-donor-match	field-accessor
00c36fb0	CSBAgents_BuildAndDispatch_TavernGame	ambiguous-or-no-donor-match	semantic-logic
00c37000	IntelligentPointer_BuildAndDispatchFloat	ambiguous-or-no-donor-match	semantic-logic
00c37c40	CSBAgents_BuildAndDispatch_CreatureOpinion	ambiguous-or-no-donor-match	initializer-destructor
00c3abf0	SubPrimitiveList_ConstructNodeA	ambiguous-or-no-donor-match	initializer-destructor
00c3b180	SubPrimitiveList_ConstructNodeB	ambiguous-or-no-donor-match	initializer-destructor
00c43de0	DrawAutoPickups_SelectAndDrawPrimitive	ambiguous-or-no-donor-match	semantic-logic
00c43f80	Weapon_ProcessAnimFrameIfReady	ambiguous-or-no-donor-match	semantic-logic
00c44b50	InputEvent_CheckKeyAndGetFrames	ambiguous-or-no-donor-match	field-accessor
00c44dc0	FireballSpell_DispatchScaledDamage	ambiguous-or-no-donor-match	field-accessor
00c592c0	Ctor_SetVtable_012b8f64	ambiguous-or-no-donor-match	initializer-destructor
00c59570	Ctor_ZeroInit_012b8f64	ambiguous-or-no-donor-match	initializer-destructor
00c61ce0	Getter_TripleDeref	ambiguous-or-no-donor-match	field-accessor
00c62a30	StreamBuffer_AdvancePosition	ambiguous-or-no-donor-match	semantic-logic
00c74f60	Ctor_Init_012bf074	ambiguous-or-no-donor-match	initializer-destructor
00c75400	Ctor_Init_012bf074_b	ambiguous-or-no-donor-match	initializer-destructor
00c88e60	Audio_ProcessFilter4Channel	ambiguous-or-no-donor-match	semantic-logic
00c8bae0	Script_GetEntryPointer	ambiguous-or-no-donor-match	field-accessor
00c8c730	Batch_InvokeWithStackArgs_c8c730	ambiguous-or-no-donor-match	semantic-logic
00c92f10	DSP_ComputeRunningMinEnvelope	ambiguous-or-no-donor-match	semantic-logic
00c93080	FFT_ComputeWaveformEnvelope	ambiguous-or-no-donor-match	semantic-logic
00c93b30	Audio_ApplyGainTableToBuffer	ambiguous-or-no-donor-match	semantic-logic
00c94190	Audio_ComputeClampedPosition	ambiguous-or-no-donor-match	semantic-logic
00c942b0	Audio_ComputeLog2WeightedCoeff	ambiguous-or-no-donor-match	semantic-logic
00c9cb60	Math_ComputeByteChunkCount	ambiguous-or-no-donor-match	semantic-logic
00c9e4a0	Audio_CheckBufferRegionActive	ambiguous-or-no-donor-match	semantic-logic
00c9f8c0	Mesh_BlendMorphStreams	ambiguous-or-no-donor-match	semantic-logic
00ca5e70	CritSec_GetDividedValue_Locked	ambiguous-or-no-donor-match	field-accessor
00ca8610	COM_QueryInterface_012a9a24	ambiguous-or-no-donor-match	semantic-logic
00ca86d0	Com_CreateWithFallback	ambiguous-or-no-donor-match	semantic-logic
00ca8d50	Enumerate_QueryInterface_012a9a24	ambiguous-or-no-donor-match	semantic-logic
00ca9c80	Object_AcquireField26	ambiguous-or-no-donor-match	field-accessor
00ca9ec0	GetVectorFields_Locked	ambiguous-or-no-donor-match	initializer-destructor
00caa040	GetBufferOffset_Locked	ambiguous-or-no-donor-match	field-accessor
00cdb550	Alloc_Struct0x24_cdb550	ambiguous-or-no-donor-match	allocator-wrapper
00e245e0	StringList_FindDuplicateEntry	ambiguous-or-no-donor-match	initializer-destructor
00e7f7d0	GetFloatTableEntryByIndex	ambiguous-or-no-donor-match	field-accessor
00e83920	ScriptThingContext_Construct_A	ambiguous-or-no-donor-match	initializer-destructor
00ed7d50	ScriptThingContext_Construct_B	ambiguous-or-no-donor-match	initializer-destructor
00ee91e0	Script_MakeThingsSpeakNumbered	ambiguous-or-no-donor-match	semantic-logic
01229370	GlobalDtor_Free_013ba8ec	ambiguous-or-no-donor-match	initializer-destructor
01229630	GlobalDtor_Free_013bac20	ambiguous-or-no-donor-match	initializer-destructor
0122a2f0	DynamicInit_013bb6a4	ambiguous-or-no-donor-match	initializer-destructor
0122ad60	GlobalDtor_Free_014377f0	ambiguous-or-no-donor-match	initializer-destructor
0122adb0	GlobalDtor_Free_0143b978	ambiguous-or-no-donor-match	initializer-destructor
0132d470	InvalidDecode_HaltStub	ambiguous-or-no-donor-match	invalid-boundary
